rate,churn,model,corr_raw,corr_detrended,corr_vs_true_season
30,80,Transformer,0.3667524623306772,0.23379392053339051,0.5441748974616273
30,80,ParetoNBD_MLE,0.14730015134695254,-0.09496582441096525,-0.03997790282697153
30,80,LSTM,0.8080083339199332,0.6180783485587497,0.8693516535648144
30,80,Transformer,-0.07443391186436019,-0.027544096015542075,0.10825748111281953
30,80,ParetoNBD_MLE,0.37678156715591354,0.08943427108295858,-0.03188825319108348
5,20,LSTM,0.6487156537938985,0.3540406078797015,0.4392924138067198
5,20,Transformer,0.5648955989330186,0.43370858030463455,0.6731842518386932
5,20,ParetoNBD_MLE,-0.16980966478387238,0.0443696537514088,-0.0017415245124372382
5,20,LSTM,0.7094234374742158,0.6879599283204251,0.8663190647935732
5,20,Transformer,0.6927230106977057,0.5763208384522052,0.701048607735397
5,20,ParetoNBD_MLE,-0.09466889076291858,-0.023784289226176883,0.016256070213864954
5,20,LSTM,0.8553237293246958,0.6800761255656382,0.732233065604597
5,20,Transformer,0.4146824871105886,0.058588502856510453,0.18482813449247146
5,20,ParetoNBD_MLE,-0.008851611330666824,-0.08202568462179247,0.01814366350105885
5,20,LSTM,0.5360322930136755,0.6286388689685564,0.5469318737016766
5,20,Transformer,0.2641606617209824,0.24701475697616965,0.42695728257076654
5,20,ParetoNBD_MLE,-0.12300325719868119,0.11776212699906644,0.00863493139859105
5,20,LSTM,0.7691983319837845,0.4963453325729297,0.8004385540636817
5,20,Transformer,0.5181966304989314,0.23816761404409365,0.22482877208260546
5,20,ParetoNBD_MLE,-0.019564139710997915,-0.014422082830558802,0.0053583652400914185
5,20,LSTM,0.8657667628921103,0.781897979181681,0.8994606599619397
5,20,Transformer,0.2718228867970934,0.028408545852001095,0.2422622061932786
5,20,ParetoNBD_MLE,-0.04332827383592376,-0.04310535292150694,0.010515413573990783
5,20,LSTM,0.8408256421550628,0.7174346203555636,0.8530802153153705
5,20,Transformer,0.43744016971380645,0.2866189140385891,0.5287163856802959
5,20,ParetoNBD_MLE,-0.08607965586655927,0.0940222443737577,0.012764457781784897
5,20,LSTM,0.8598064192728779,0.7247779893533322,0.7608292010563688
5,20,Transformer,0.598801061134461,0.36686780142119363,0.6058102589432507
5,20,ParetoNBD_MLE,-0.1372005217012532,0.05495597562881414,0.00599052695671004
5,20,LSTM,0.857956783015788,0.7297108507301964,0.8811077465211529
5,20,Transformer,0.3595573183852104,0.16480874007062785,0.2733669776926212
5,20,ParetoNBD_MLE,-0.07389914359235292,0.06953181920215214,0.010922588830353214
5,20,LSTM,0.8093811905214999,0.6519878449888712,0.8591193359323003
5,20,Transformer,0.45929225674358537,0.045744634468254435,0.008265297724132314
5,20,ParetoNBD_MLE,-0.15346740761446234,0.07614499891533673,0.016109194580074943
5,40,LSTM,0.7424615209071507,0.4899717496073176,0.7117434420978841
5,40,Transformer,0.38458058373948933,0.19546394379470827,0.647711377294265
5,40,ParetoNBD_MLE,-0.00032020837511528746,-0.04358255852875348,-0.007731329453059155
5,40,LSTM,0.7989119625455706,0.5515628921665543,0.7882076532441131
5,40,Transformer,0.5309194069243295,0.176804855840015,0.1615455849440615
5,40,ParetoNBD_MLE,0.08680568298095026,-0.11972295859119668,-0.007955101136531905
5,40,LSTM,0.6104928532314464,0.38108406256655913,0.5366993155869237
5,40,Transformer,0.5933762586449429,0.36625506470267694,0.5317057344731104
5,40,ParetoNBD_MLE,0.0016434423615844997,-0.0021083323192378073,-0.005701856261166477
5,40,LSTM,0.6885936007133319,0.5513286764253492,0.8013290174517141
5,40,Transformer,0.44485793000997875,0.1262148716547163,0.24506135049813374
5,40,ParetoNBD_MLE,0.0848276568520875,-0.09272781904400632,-0.007204650804098894
5,40,LSTM,0.6947463283710241,0.5870762891563708,0.7393932733256877
5,40,Transformer,0.15905815186210648,0.011969415352354296,0.5510501649834674
5,40,ParetoNBD_MLE,0.10757698373825328,-0.029583402071168597,-0.006871213363078504
5,40,LSTM,0.45717254280308156,-0.09437338291597729,-0.05523483669757146
5,40,Transformer,0.6169249428546407,0.3378265115302564,0.7169267582116469
5,40,ParetoNBD_MLE,0.04041924642443656,0.05760488062901125,-0.006729399080199792
5,40,LSTM,0.7557583601134179,0.6545331805724536,0.7626944164500589
5,40,Transformer,0.33497191489619077,-0.037998683119550555,0.05347597454260028
5,40,ParetoNBD_MLE,-0.00126621309759787,0.0014092535274500006,-0.010882926677034884
5,40,LSTM,0.6010258967497393,0.4796299269276301,0.6083248096130333
5,40,Transformer,0.30271381413669485,0.07831878215211337,0.21892558313699123
5,40,ParetoNBD_MLE,-0.04933741443265593,0.0568996280536979,-0.009676996173906164
5,40,LSTM,0.6791169759971878,0.38490780658503204,0.701961829367756
5,40,Transformer,0.11683878533930456,-0.05417735304909036,0.1761343803032466
5,40,ParetoNBD_MLE,0.07641689211089613,-0.0072974749655800525,-0.006726578769105262
5,40,LSTM,0.6959727182360528,0.5832004946107235,0.732016500324742
5,40,Transformer,0.44308901039922755,-0.014247713793653779,0.08493943420423687
5,40,ParetoNBD_MLE,0.09414084992853124,-0.04144459310616813,0.0004023263870574372
5,60,LSTM,0.6079761080358991,0.34558220629865716,0.6548582478177586
5,60,Transformer,0.4612513781268321,0.14276392013740677,0.13324186516839678
5,60,ParetoNBD_MLE,-0.025308184907394445,-0.11884808494140932,-0.025866837720297624
5,60,LSTM,0.14454064980373982,-0.11496167508423293,-0.24854179376734534
5,60,Transformer,0.4582748448715558,0.26831222314325637,0.4072070702258681
5,60,ParetoNBD_MLE,0.0822611201282936,0.12346883884928324,-0.023179382854724075
5,60,LSTM,0.5476321274370253,0.11016126807099268,0.1598956223073835
5,60,Transformer,0.3806670160508721,0.01437641253347458,0.12353269043540326
5,60,ParetoNBD_MLE,0.12087745391306758,0.07390189258932872,-0.025620451255443117
5,60,LSTM,0.5242359835739054,-0.09096540559657672,-0.05828069718797003
5,60,Transformer,0.7217476816132598,0.47524584469618814,0.6494991391235599
5,60,ParetoNBD_MLE,0.16876152764279345,0.10610512563620396,-0.02296333648343121
5,60,LSTM,0.4413736671660949,0.11770069392503715,0.031899478037601965
5,60,Transformer,0.47943999983740637,0.25104520868398494,0.4170532927843517
5,60,ParetoNBD_MLE,0.12403241210183237,-0.05725941881525732,-0.027323009227753065
5,60,LSTM,0.4170164137741721,0.16016538014154932,0.25855200510342685
5,60,Transformer,0.26052456228063037,-0.16180890750211438,0.20836936323877517
5,60,ParetoNBD_MLE,-0.05838823481831337,-0.0825994999654968,-0.02819471314618408
5,60,LSTM,0.47250110891467784,0.03676889554696611,-0.10268153553265394
5,60,Transformer,0.462338707380778,0.04721013882613156,-0.021601191970667937
5,60,ParetoNBD_MLE,-0.0006541939067899022,0.009969262297067894,-0.027374725510470457
5,60,LSTM,0.32792494131682326,0.026034926025056873,0.07164381814288359
5,60,Transformer,0.4827654527228759,0.223285519124519,0.6967130842472542
5,60,ParetoNBD_MLE,-2.7322918125331946e-05,-0.08188412075416096,-0.031321056338253335
5,60,LSTM,0.46148945321886586,0.1132951770881913,0.4207191755482853
5,60,Transformer,0.3645267870889026,-0.07169036205837809,0.47263631435651837
5,60,ParetoNBD_MLE,0.08096381857160662,0.001024385693954895,-0.023465673788909767
5,60,LSTM,0.3413280339782417,-0.04043193229226058,0.08144206246695912
5,60,Transformer,0.3813810085446254,0.18493462097200902,0.3602346723454437
5,60,ParetoNBD_MLE,0.11640089118442674,-0.016462964060656185,-0.024563827660117072
5,80,LSTM,0.26420431029037234,-0.013062339512354252,0.004421682040452657
5,80,Transformer,0.08970121288213133,-0.1178080044964515,0.0668151979667463
5,80,ParetoNBD_MLE,0.14827208744387874,0.04861871908363556,-0.03989571876841702
5,80,LSTM,0.23659668668680603,-0.031333131041243974,0.05221802537359323
5,80,Transformer,0.2041354293154302,0.08824225608689482,0.44157793024970665
5,80,ParetoNBD_MLE,0.14121312791751878,0.023074492946101515,-0.04170929136593217
5,80,LSTM,0.04588880216552963,0.016104047773281817,0.11089321909373341
5,80,Transformer,0.08338015173493078,-0.10154682912834238,-0.09060960216637119
5,80,ParetoNBD_MLE,-0.23269228771260775,-0.055349995346141885,-0.053044542716891734
5,80,LSTM,0.20254811650470853,-0.07108052770885759,0.12656268144989832
5,80,Transformer,0.14224843490053615,-0.10091617708270417,0.05325843604323867
5,80,ParetoNBD_MLE,0.31457879386792886,-0.017702753945857366,-0.04101216900226361
5,80,LSTM,-0.002802755129779204,-0.2630614744434599,-0.02371045999181694
5,80,Transformer,-0.017434786291919066,-0.072432532619283,0.1648386211165663
5,80,ParetoNBD_MLE,0.06772922844651144,0.15425547260807818,-0.04302188246210204
5,80,LSTM,0.3323736398936512,0.12023461366272367,-0.010845686407568826
5,80,Transformer,-0.09751515247182031,0.022424098240992278,-0.14443963094667198
5,80,ParetoNBD_MLE,0.2246172681183331,-0.13402456203580956,-0.03445903023255856
5,80,LSTM,0.09140303480063142,-0.42181473310878587,-0.07862839170720379
5,80,Transformer,0.25621937347285906,-0.248616444522811,0.12662840444217965
5,80,ParetoNBD_MLE,-0.0034289748768442513,0.11291256558988627,-0.055326194320609604
5,80,LSTM,0.2056204676241258,-0.09047809539103656,0.00484774292021806
5,80,Transformer,0.00023158646135323823,-0.026474257422947466,-0.11576301124305055
5,80,ParetoNBD_MLE,0.01025601302133267,0.03566302983459135,-0.034501825813628866
5,80,LSTM,0.12295640395552046,0.1646799859890511,-0.11915973534918053
5,80,Transformer,0.26742120129865815,0.2528795519108778,0.08706946561741913
5,80,ParetoNBD_MLE,-0.08548915015162496,-0.11142397156059015,-0.04693447327965396
5,80,LSTM,0.06001892781390019,-0.21266193740004277,0.007259825736011473
5,80,Transformer,0.11378619561850369,-0.05631313565436391,0.43226531989651673
5,80,ParetoNBD_MLE,0.021250801864677926,0.11229985366920804,-0.03894664103409167
