week_start,actual,Pareto/NBD,ValendinLSTM,LSTM + ar_bounded32,LSTM + ar_log,LSTM + ar_ratio,LSTM + ar_bounded32ratio
2003-02-25,12.0,20.35918519303867,13.006000243825795,14.722000249195785,13.642000254709227,13.072000238811542,12.052000218536655
2003-03-04,15.0,20.342406985682423,22.108000229112736,15.170000260928589,14.108000230044084,13.250000262167251,12.546000249683807
2003-03-11,23.0,20.325065939185365,25.064000266138393,15.666000236524209,15.22000023862342,12.982000245479814,13.502000222681039
2003-03-18,20.0,20.306907934829837,23.01600022544146,16.660000253235857,15.658000220544587,12.928000236861354,14.344000228913448
2003-03-25,19.0,20.285135394722055,22.860000233631514,17.41600024141365,17.254000249318725,13.084000267554025,15.656000209972206
2003-04-01,24.0,20.26422476720925,16.262000239919807,18.278000260936032,18.526000252226318,12.876000226475247,17.18600022885943
2003-04-08,36.0,20.242136958686643,15.956000261241513,18.68000024021596,20.406000228132996,13.552000242983869,19.08200023416424
2003-04-15,15.0,20.221516709971088,18.504000268178004,18.91400024667375,21.960000256774887,14.616000235779156,20.276000234996843
2003-04-22,28.0,20.199319447442587,26.72600027709261,18.852000263985182,23.24800024065183,16.318000230472474,21.076000271830654
2003-04-29,36.0,20.177390544919824,25.954000228317387,18.532000235747475,23.766000237083002,18.010000242153122,20.594000239390827
2003-05-06,19.0,20.153879408952598,23.110000249696824,18.720000260043822,23.9080002245027,18.936000251211166,20.47800024901511
2003-05-13,16.0,20.131936825459388,13.402000232133966,17.614000244066048,22.818000224651712,19.130000239238083,19.91000024997624
2003-05-20,19.0,20.11452453839341,13.652000262401952,16.654000251321058,21.718000238761253,19.196000257274076,18.700000216485886
2003-05-27,17.0,20.09681185241859,14.538000260479695,16.27800024976016,20.344000190729226,17.40400023804972,17.5160002210177
2003-06-03,19.0,20.075367805433718,13.182000249857037,15.244000242557316,19.06000021286304,15.764000207884184,16.55200021760534
2003-06-10,22.0,20.05341315645341,19.41400024201715,14.726000234484612,17.398000244749664,14.272000240161965,15.648000204469964
2003-06-17,14.0,20.032905294819876,9.444000189425392,14.392000269144713,16.650000215973662,13.29400020977477,14.330000225920188
2003-06-24,13.0,20.015583356486328,10.878000224707614,13.638000260572825,15.532000173348893,12.704000238561953,13.270000202814074
2003-07-01,17.0,19.996462404519683,9.300000193295965,12.802000245545006,14.664000225951854,12.080000227549998,12.266000204253901
2003-07-08,23.0,19.97698846348736,11.018000205047393,12.444000241812265,13.69600020139474,11.590000222902697,11.132000213721728
2003-07-15,12.0,19.957454364108738,8.386000179219963,12.056000248063302,13.030000215163415,11.236000241478859,10.418000208912382
2003-07-22,20.0,19.940469331428247,11.780000200029423,11.772000248311036,12.5600002026185,11.070000225445208,9.490000191144608
2003-07-29,20.0,19.923854305024236,7.8480001937132045,10.92200022819447,12.072000182932204,10.92600024142298,9.142000204650648
2003-08-05,8.0,19.90419334865446,13.634000234072982,10.860000242246265,11.856000210856985,10.850000231992407,8.668000216595793
2003-08-12,14.0,19.8859665489012,15.432000265456683,10.742000231519292,11.528000204591043,10.658000244991811,8.090000208932874
2003-08-19,16.0,19.865967152046274,11.42200020840387,10.96000024653035,11.21200020331886,10.84600025461982,8.086000208975715
2003-08-26,17.0,19.849282960319016,12.288000224158122,11.010000260081094,11.608000199310444,10.706000229809389,8.14000020991076
2003-09-02,15.0,19.832467246149484,10.53200022224333,10.814000240527044,11.576000196160713,10.94600022607478,8.256000211928004
2003-09-09,15.0,19.81176438992575,13.388000218430488,11.228000252740404,11.554000216769017,10.988000253215384,8.434000222943688
2003-09-16,5.0,19.792869445666675,5.286000166553985,11.710000248625821,11.770000199321618,11.136000249301965,8.72800021339204
2003-09-23,10.0,19.7754558130533,8.026000204961717,12.144000277388788,12.158000205876267,11.54200025019231,9.352000233950054
2003-09-30,11.0,19.758215062787357,7.974000194342776,12.130000248784143,12.600000225705987,11.468000248772974,9.982000228483184
2003-10-07,15.0,19.739806927478647,9.698000225704128,13.298000267008257,13.406000226968857,12.486000250792076,11.16400024504396
2003-10-14,13.0,19.72159365782237,10.902000217465641,13.856000252999298,14.484000213211356,13.926000260049411,12.492000243626482
2003-10-21,18.0,19.70370365102739,13.852000249549693,15.602000265149332,15.13200019160281,15.31200026860454,14.94800025247963
2003-10-28,18.0,19.684511719601204,14.564000266604072,17.78200023248784,17.182000264525364,17.384000255493376,17.384000210789896
2003-11-04,22.0,19.666725920979502,16.282000283943432,20.598000211873945,20.35600021434942,20.908000243827622,22.71800028393038
2003-11-11,37.0,19.64923960921826,27.322000271407806,26.446000245399688,25.916000230237778,26.60200020205221,31.082000205060382
2003-11-18,36.0,19.63241855494213,26.63800027361132,38.16400026530019,36.3680002205073,37.662000153679315,44.18800018541506
2003-11-25,41.0,19.612890967047303,43.43600015924304,60.53400022280394,53.55000018770798,58.042000145418484,61.77200017403803
2003-12-02,77.0,19.591672960071058,74.11200032476327,89.70000026747576,75.4740002830512,88.8780002705752,80.87600020784876
2003-12-09,89.0,19.574686483464582,95.73800027370444,104.68200026825062,88.41600051987908,107.12800034880628,87.53600022010497
2003-12-16,73.0,19.5572789024721,55.76400022581211,65.99800019245585,57.30400021048254,67.9080002475529,58.95200033532447
