rate,churn,model,auc,share_to_dead,alive_ratio,true_alive_share
1,60,ParetoNBD_MLE,0.7971949509116409,0.3429428724069608,0.6898917382776686,0.45722713864306785
1,60,LSTM,0.5071892806267806,0.620772872103889,1.5070185956155426,0.3786407766990291
1,60,Transformer,0.5007790242165242,0.6117312768027161,0.235206540779089,0.3786407766990291
1,60,ParetoNBD_MLE,0.7988336894586895,0.40732037987578645,0.4397208763830259,0.3786407766990291
1,60,LSTM,0.5062146892655368,0.5868711262362213,1.922955496017049,0.4139072847682119
1,60,Transformer,0.47349152542372885,0.5904936014484643,0.36405862401436295,0.4139072847682119
1,60,ParetoNBD_MLE,0.7732881355932204,0.3946590675951219,0.4755673997896126,0.4139072847682119
1,60,LSTM,0.5306127756970453,0.619614827851284,1.505050159065074,0.3776223776223776
1,60,Transformer,0.602710153974199,0.5950140333147808,0.36014906140396474,0.3776223776223776
1,60,ParetoNBD_MLE,0.7928110694964629,0.4203843524642427,0.41517753545952507,0.3776223776223776
1,60,LSTM,0.45187326549491214,0.624833793721292,0.9943329152878456,0.3795379537953795
1,60,Transformer,0.4533996299722479,0.6278434003737992,0.9779323858055259,0.3795379537953795
1,60,ParetoNBD_MLE,0.7790703052728954,0.4083086584302032,0.4688648945951327,0.3795379537953795
1,80,LSTM,0.4425,0.7459333062094561,0.7434454495128358,0.25773195876288657
1,80,Transformer,0.5813194444444444,0.7332713755051657,0.6830535228226247,0.25773195876288657
1,80,ParetoNBD_MLE,0.8558333333333333,0.45506797598498566,0.3589180905275375,0.25773195876288657
1,80,LSTM,0.5008387096774194,0.755437252345657,1.0425372823132903,0.24390243902439024
1,80,Transformer,0.38683870967741935,0.7785176607428528,0.42343563873684,0.24390243902439024
1,80,ParetoNBD_MLE,0.8585161290322582,0.40438347310468525,0.3622158262192232,0.24390243902439024
1,80,LSTM,0.5801773729626079,0.8355845881579365,0.8993107087352131,0.15819209039548024
1,80,Transformer,0.41910354745925216,0.852007057781017,0.4063552091940385,0.15819209039548024
1,80,ParetoNBD_MLE,0.8052492809204219,0.5187478849790907,0.31092132904387837,0.15819209039548024
1,80,LSTM,0.535958904109589,0.766016122242194,1.9541228139882427,0.23157894736842105
1,80,Transformer,0.527475093399751,0.7659637659272742,0.3490137745940611,0.23157894736842105
1,80,ParetoNBD_MLE,0.8114881693648817,0.48751723515191686,0.28162828693358855,0.23157894736842105
1,80,LSTM,0.5094658553076403,0.7392647513991243,1.03671756009914,0.2602040816326531
1,80,Transformer,0.5045977011494254,0.7384784701785236,0.5837677967975325,0.2602040816326531
1,80,ParetoNBD_MLE,0.7873563218390806,0.44559723798633316,0.2329399747009987,0.2602040816326531
1,80,LSTM,0.5467530657748049,0.7234267316116155,1.4155129239236586,0.2736842105263158
1,80,Transformer,0.5597129319955407,0.7206457306694745,0.5702730307872556,0.2736842105263158
1,80,ParetoNBD_MLE,0.883221850613155,0.4450116319960067,0.360369288409183,0.2736842105263158
1,80,LSTM,0.47665397094089434,0.7330751936317977,1.4232484504391918,0.26842105263157895
1,80,Transformer,0.5524756665256031,0.7157390783267104,0.6327028669740445,0.26842105263157895
1,80,ParetoNBD_MLE,0.8158414444914657,0.48960705120994147,0.4428992199133455,0.26842105263157895
1,80,LSTM,0.481058282208589,0.8034031034035612,1.5243856162950218,0.19704433497536947
1,80,Transformer,0.4626533742331288,0.8104292710004157,0.24663037522994552,0.19704433497536947
1,80,ParetoNBD_MLE,0.8353527607361964,0.5238794428217168,0.25513874224527444,0.19704433497536947
1,80,LSTM,0.40087579617834396,0.8364555090585098,1.4297641001391372,0.1693121693121693
1,80,Transformer,0.38674363057324845,0.8459730827083985,0.3884174505885787,0.1693121693121693
1,80,ParetoNBD_MLE,0.7726910828025478,0.5449706903310381,0.26232447379528245,0.1693121693121693
1,80,LSTM,0.5380952380952382,0.7600234810530063,1.9389296046206654,0.23728813559322035
1,80,Transformer,0.5398589065255732,0.7594103711311243,0.4335082324693851,0.23728813559322035
1,80,ParetoNBD_MLE,0.8231922398589064,0.46948007168873906,0.3720973747295504,0.23728813559322035
30,20,LSTM,0.9277837487669498,0.11268975449824958,0.8907994928223705,0.6753112033195021
30,20,Transformer,0.7746916761139166,0.2829980654650137,1.019027556757684,0.6753112033195021
30,20,ParetoNBD_MLE,0.9573106991946525,0.039132574506467795,0.7489710063988191,0.6753112033195021
30,20,LSTM,0.9074110576923077,0.168851822040212,0.8041279966288188,0.6632124352331606
30,20,Transformer,0.7412716346153847,0.22322959737166448,1.1059478724613654,0.6632124352331606
30,20,ParetoNBD_MLE,0.9608557692307692,0.03944774642795728,0.7582679191934287,0.6632124352331606
30,20,LSTM,0.9231987887869141,0.1427882283296005,0.7658793384329544,0.7088082901554404
30,20,Transformer,0.7496930344841939,0.2782063099093954,0.6468257369523402,0.7088082901554404
30,20,ParetoNBD_MLE,0.9656666874778881,0.0292988669397702,0.751310828567421,0.7088082901554404
30,20,LSTM,0.8980711024729975,0.17751662065086052,0.8835611902020116,0.6899063475546305
30,20,Transformer,0.8050578517416259,0.17060263594590636,0.7579680678943956,0.6899063475546305
30,20,ParetoNBD_MLE,0.9673944952271047,0.030941943978028685,0.7306859335733017,0.6899063475546305
30,20,LSTM,0.9016333062385694,0.14743890357461237,0.5339809859954261,0.6919875130072841
30,20,Transformer,0.8108209713472871,0.17565529317424214,0.5759565157831066,0.6919875130072841
30,20,ParetoNBD_MLE,0.9519305019305019,0.043536581748047774,0.7545541068487065,0.6919875130072841
30,20,LSTM,0.9252200313521067,0.15975216989298993,0.9588355669433919,0.6563467492260062
30,20,Transformer,0.7704638600865015,0.1890665786225594,0.6439644678276522,0.6563467492260062
30,20,ParetoNBD_MLE,0.9753621546074376,0.027160585801104836,0.7267718058182286,0.6563467492260062
30,20,LSTM,0.9342848851417399,0.0985582094877701,0.7230696568014302,0.7030927835051546
30,20,Transformer,0.7661213954056696,0.17560235502919022,0.6892161770677022,0.7030927835051546
30,20,ParetoNBD_MLE,0.9629918132942327,0.03376054479665571,0.7602510920780566,0.7030927835051546
30,20,LSTM,0.9183968368080517,0.1477780030122353,0.7555857289599174,0.6639089968976215
30,20,Transformer,0.7638437574886173,0.2160168962302571,0.9665549870996845,0.6639089968976215
30,20,ParetoNBD_MLE,0.950946561226935,0.047058853407771946,0.7478619976077134,0.6639089968976215
30,20,LSTM,0.8923479266728696,0.1553769160991518,0.8928071961142504,0.6898340248962656
30,20,Transformer,0.754532652701989,0.19616297501752195,0.9346031177606783,0.6898340248962656
30,20,ParetoNBD_MLE,0.9526064324691327,0.04154442041036798,0.7438836745604102,0.6898340248962656
30,20,LSTM,0.9011911721718797,0.16945793604576648,0.6075665360982087,0.6797116374871267
30,20,Transformer,0.7697919711585306,0.19388963503594323,0.9206737993306296,0.6797116374871267
30,20,ParetoNBD_MLE,0.964143038098022,0.03430015628130465,0.75782162134673,0.6797116374871267
30,40,LSTM,0.95421644615193,0.19587802265402332,0.8622044096642907,0.4375678610206297
30,40,Transformer,0.8334930109123656,0.34596996275596437,0.7466735333970724,0.4375678610206297
30,40,ParetoNBD_MLE,0.972426875652682,0.06846860208735865,0.7376207508909179,0.4375678610206297
30,40,LSTM,0.9489619850326942,0.23346597813946168,0.9098179344351265,0.4037199124726477
30,40,Transformer,0.8240620571343328,0.3609171887610246,0.6915375521555006,0.4037199124726477
30,40,ParetoNBD_MLE,0.9767807861564853,0.0674556581845663,0.6699044717202821,0.4037199124726477
30,40,LSTM,0.9514253640416727,0.16440964847071685,0.7680311464557381,0.4447983014861996
30,40,Transformer,0.8458612648708342,0.2754592563412158,0.49414779462571634,0.4447983014861996
30,40,ParetoNBD_MLE,0.9690741408342726,0.06684044102161021,0.7266966072599793,0.4447983014861996
30,40,LSTM,0.9609327254207694,0.17033089263812318,0.7834394032984761,0.4232861806311208
30,40,Transformer,0.8172430518504147,0.35967650776467447,0.9493282631224852,0.4232861806311208
30,40,ParetoNBD_MLE,0.9739074550128534,0.06707373819302928,0.6907051966675575,0.4232861806311208
30,40,LSTM,0.9659032226548869,0.16933103059084123,0.7336987081086798,0.44957081545064376
30,40,Transformer,0.7612411431655246,0.38644666382170373,0.7130306854235109,0.44957081545064376
30,40,ParetoNBD_MLE,0.9789785388956348,0.04462791608018603,0.6954739457553428,0.44957081545064376
30,40,LSTM,0.9578393759773083,0.16064564374002221,0.6015532242436833,0.4543524416135881
30,40,Transformer,0.8182070257100258,0.34176704852014855,0.7641706334038241,0.4543524416135881
30,40,ParetoNBD_MLE,0.9711012218626132,0.060561693517394925,0.7593374046147009,0.4543524416135881
30,40,LSTM,0.9674405902599572,0.1601863672052394,0.8204689497629453,0.43333333333333335
30,40,Transformer,0.8239508242262725,0.3164812407513535,0.5217187285060838,0.43333333333333335
30,40,ParetoNBD_MLE,0.974691709710379,0.06203278370285787,0.7330763728468683,0.43333333333333335
30,40,LSTM,0.978377452116157,0.14377056726523166,0.5257646044299716,0.4551422319474836
30,40,Transformer,0.8508119014519617,0.2858723096025326,0.7627775748371107,0.4551422319474836
30,40,ParetoNBD_MLE,0.9857724165894347,0.03727978135115902,0.7478081782141572,0.4551422319474836
30,40,LSTM,0.9383495469083156,0.2740622423247341,0.7858785682271253,0.4224137931034483
30,40,Transformer,0.8290982904355773,0.35272766253594134,0.8303482065872737,0.4224137931034483
