week_start,actual,Pareto/NBD,ValendinLSTM,LSTM + ar_bounded32,LSTM + ar_log,LSTM + ar_ratio,LSTM + ar_bounded32ratio
2007-09-17,5.0,4.550957527154485,3.392000125953915,4.51200014818458,4.890000124927594,5.1120001482777075,4.260000138776359
2007-09-24,6.0,4.540371433475903,3.1500001191161466,4.874000148382017,5.122000120114518,5.024000151548513,4.496000139042716
2007-10-01,7.0,4.530828916631338,2.408000098774203,4.888000156497563,5.210000128019584,5.1580001509282525,4.950000144541242
2007-10-08,0.0,4.521132913961306,2.532000103266902,5.142000157851704,5.468000116525199,5.562000150326613,5.248000153573207
2007-10-15,1.0,4.51052991469129,2.386000100523227,5.570000159554159,5.666000115452315,5.544000151799966,5.320000164210775
2007-10-22,5.0,4.50126865425026,2.8200001097284164,5.96400016359982,5.7800001448485805,5.942000160692233,5.274000155739464
2007-10-29,5.0,4.491429058601412,2.606000103522084,6.346000166377023,6.040000144159402,5.8380001599434515,5.786000167019641
2007-11-05,11.0,4.48103823485291,2.3300000960007248,6.460000163176996,6.212000134866663,6.048000170383576,5.808000149903792
2007-11-12,7.0,4.47156578157396,2.2720000925473802,6.770000166725334,6.332000135909745,5.970000158064041,6.0900001653935485
2007-11-19,7.0,4.459874208786362,3.092000118922432,7.374000171199404,6.404000128386519,6.350000164704369,6.0860001691616805
2007-11-26,17.0,4.449206025489339,3.4300001289229725,7.346000174293259,6.632000145269534,6.412000154610692,6.408000172348665
2007-12-03,8.0,4.438627359298802,3.414000125136214,7.224000172689522,6.852000153390668,6.4960001711733355,6.502000153763189
2007-12-10,13.0,4.429831389088196,3.6520001285243637,6.700000175973369,6.84400015044955,6.612000170396611,6.910000178031591
2007-12-17,6.0,4.421555358105065,3.426000126637506,5.922000163467574,6.816000129794677,6.774000169010803,6.530000161379545
