rate,churn,LSTM,Transformer,ParetoNBD_MLE
5,40,0.6885936007133319,0.44485793000997875,0.0848276568520875
5,40,0.6947463283710241,0.15905815186210648,0.10757698373825328
5,40,0.45717254280308156,0.6169249428546407,0.04041924642443656
5,40,0.7557583601134179,0.33497191489619077,-0.00126621309759787
5,40,0.6010258967497393,0.30271381413669485,-0.04933741443265593
5,40,0.6791169759971878,0.11683878533930456,0.07641689211089613
5,40,0.6959727182360528,0.44308901039922755,0.09414084992853124
5,60,0.6079761080358991,0.4612513781268321,-0.025308184907394445
5,60,0.14454064980373982,0.4582748448715558,0.0822611201282936
5,60,0.5476321274370253,0.3806670160508721,0.12087745391306758
5,60,0.5242359835739054,0.7217476816132598,0.16876152764279345
5,60,0.4413736671660949,0.47943999983740637,0.12403241210183237
5,60,0.4170164137741721,0.26052456228063037,-0.05838823481831337
5,60,0.47250110891467784,0.462338707380778,-0.0006541939067899022
5,60,0.32792494131682326,0.4827654527228759,-2.7322918125331946e-05
5,60,0.46148945321886586,0.3645267870889026,0.08096381857160662
5,60,0.3413280339782417,0.3813810085446254,0.11640089118442674
5,80,0.26420431029037234,0.08970121288213133,0.14827208744387874
5,80,0.23659668668680603,0.2041354293154302,0.14121312791751878
5,80,0.04588880216552963,0.08338015173493078,-0.23269228771260775
5,80,0.20254811650470853,0.14224843490053615,0.31457879386792886
5,80,-0.002802755129779204,-0.017434786291919066,0.06772922844651144
5,80,0.3323736398936512,-0.09751515247182031,0.2246172681183331
5,80,0.09140303480063142,0.25621937347285906,-0.0034289748768442513
5,80,0.2056204676241258,0.00023158646135323823,0.01025601302133267
5,80,0.12295640395552046,0.26742120129865815,-0.08548915015162496
5,80,0.06001892781390019,0.11378619561850369,0.021250801864677926
