model,arm,rep,rmse,rmse_customer_total,bias_percent,mape_aggregate,spearman,pred_sd
LSTM,archive,1,0.37708103482006416,3.5710607748921523,32.75494189512659,59.24505790379386,0.03135317846345328,0.1901473581494346
LSTM,archive,2,0.37670209199025056,3.5139371007792755,-2.0153376988016842,47.60906612773531,0.05775905681214113,0.16087129330504737
LSTM,archive,3,0.3776488067564942,3.6531548107794367,54.27505104144199,71.57839121869627,0.03531859011136496,0.21078554499753993
LSTM,archive,4,0.37677763230266575,3.5275275910488118,6.5310154344450755,49.27198358290222,0.013407967648551254,0.17110511416109658
LSTM,archive,5,0.37668114167800615,3.522855921369536,8.711315372015239,50.08418536602166,0.07322071383173841,0.16921400122144395
LSTM,archive,6,0.37697431932036607,3.609822052399643,43.98500327720474,65.26653027243208,0.04583025739318266,0.2128243780449061
LSTM,archive,7,0.3775797350880656,3.6206319213293847,46.978186669009574,69.11111109145361,0.04359865058136355,0.2172200304766099
LSTM,archive,8,0.37698725629934593,3.5816361927598317,32.51022481763926,56.99625078591256,0.010885371682471452,0.1893520875840762
LSTM,archive,9,0.37714814734650887,3.5672667412584187,27.763803485823985,55.41070203481574,0.01884981889514575,0.18936210465612194
LSTM,archive,10,0.3774187168636031,3.632270077333049,47.46319006781838,64.82583494582688,0.009163104726891592,0.20367529948277763
LSTM,archive,11,0.3769026297910623,3.5119330902679904,14.348670520617068,54.22392638867442,0.17246845069862335,0.20262846099426077
LSTM,archive,12,0.37687468295847876,3.573871534319646,27.52385805306997,54.86128145045432,-0.028886659369380906,0.19145986328211728
LSTM,archive,13,0.3776060939188506,3.5955608259955185,43.60463516780334,66.47307427819678,0.036257234518618994,0.20968856579364412
LSTM,archive,14,0.3770204455385125,3.554752590486232,24.209270436169305,54.835037383344144,0.019483610226947744,0.18440795031171836
LSTM,archive,15,0.3770023349157159,3.6051076676463913,39.78834349608726,62.3909338345038,-0.04304576276364825,0.2005112385206978
LSTM,archive,16,0.37749509314379887,3.6180044214522846,45.88513960077808,68.11622355448173,0.05309206691296804,0.20506387676486457
LSTM,archive,17,0.3768895922007004,3.5391779226602536,13.35957715841377,50.07668703219302,0.02470930553371401,0.16980066743128727
LSTM,archive,18,0.37783048880316156,3.653253899164488,53.28561681422413,71.8043626275931,-0.01107656991265872,0.2171546168065767
LSTM,archive,19,0.377323180208418,3.5749513983628143,32.74982940829672,61.68234487024181,0.010705792407847177,0.19675884605022304
LSTM,paper,0,0.3769718540111062,3.5933387848417944,37.977845824228865,63.67314239340458,0.003633149080553081,0.18870597598925706
LSTM,paper,1,0.37718175138365817,3.5852627410664195,35.221540392900096,61.96728008992876,7.933118272933363e-05,0.19198132030759904
LSTM,paper,2,0.3772890768743399,3.5911221230627497,39.61520095463086,65.73653708135251,0.00901787116529846,0.19519296287290094
LSTM,paper,3,0.3772325896247087,3.5899514244702107,39.29959087617981,64.77130192205625,0.033373267073318655,0.19318312701031476
LSTM,paper,4,0.3778633975319805,3.683239784028356,58.08861614976272,75.75391951660174,0.002918277171711652,0.21004517333557085
LSTM,paper,5,0.3769748139091289,3.549715983873486,27.90422615485319,59.01397401898654,0.10305045483675979,0.1973806658693352
LSTM,paper,6,0.37653528009252507,3.5285548592663543,-1.9652354460523502,51.75528293100946,0.020658579881530807,0.16188873059998946
LSTM,paper,7,0.37663053928886625,3.5346195598627133,6.728356950500369,51.704498944231396,-0.008567319096651257,0.17367594008925613
LSTM,paper,8,0.37696586569073925,3.554300347579363,19.678936399272985,56.61963183698178,-0.0003153208040333671,0.1768828920750224
LSTM,paper,9,0.37739710945762156,3.6121815495206926,42.61758678047394,69.09202447347715,0.03311584503637916,0.19801215915603665
LSTM,paper,10,0.3772256030654922,3.583449372717957,33.525562218194096,62.111111036701715,0.030620179724649046,0.19403302470027187
LSTM,paper,11,0.37767704105283256,3.645867837790449,51.50852067473485,74.47784588187822,0.07375559755327225,0.2020457835673253
