panel,model,training,cluster,rep,rmse,rmse_customer_total,bias_percent,mape_aggregate,spearman
cdnow,LSTM,floored,kmeans_8,6,0.1492647990974957,1.9774491278732762,-5.673087245359656,21.935883979055077,0.3968536736478951
cdnow,LSTM,floored,kmeans_8,7,0.165915843002413,2.713389526481764,70.65382550305881,75.52823189798355,0.3527268346534597
cdnow,LSTM,floored,kmeans_8,8,0.15832353557723874,2.3884598374324706,69.76253272424931,78.2749338391529,0.40237264596652966
cdnow,LSTM,floored,kmeans_8,9,0.15899706088053464,2.292888147769198,76.08812646326014,77.27282305132583,0.39921368693227016
cdnow,LSTM,floored,kmeans_8,10,0.15047366548235575,2.0802772587605696,14.801582985294635,31.37361473047559,0.44352231712770596
cdnow,LSTM,floored,kmeans_8,11,0.16799304999071968,2.6363342825599365,174.21477539474645,174.21477539474645,0.3594891778768703
cdnow,LSTM,floored,kmeans_8,12,0.15332595041934763,2.0296837995311363,48.520844164537785,59.01794180755639,0.41532058574969183
cdnow,LSTM,floored,kmeans_8,13,0.16786215411600316,2.365101089490164,129.09577814547586,131.95751958475057,0.3822880532346536
cdnow,LSTM,floored,kmeans_8,14,0.1661579722459642,2.8266129315360713,132.86015799962033,134.1715036513465,0.4110622113229891
cdnow,LSTM,floored,kmeans_8,15,0.15095168131106107,2.0361500300755404,17.94802101707391,37.627176728817105,0.4526808089011399
cdnow,LSTM,floored,kmeans_8,16,0.15040955405015216,1.989776387812883,23.117678011951817,42.8765170720939,0.45168056841178134
cdnow,LSTM,floored,kmeans_8,17,0.15178919614184425,2.094371108462897,35.84960404527922,41.84802100868366,0.4101361142355423
cdnow,LSTM,floored,kmeans_8,18,0.15867875764548045,2.1572459450424257,96.3662266395592,99.80949845916945,0.39536321148537323
cdnow,LSTM,floored,kmeans_8,19,0.15384878045366,2.3468728903783345,43.459630555333156,45.233773030881245,0.40836223239007746
electronics,ValendinLSTM,archive,no_cluster,0,0.37735945506811513,3.6345532943585424,49.90149957191977,75.42501699900588,0.022908245140119275
electronics,ValendinLSTM,archive,no_cluster,1,0.3769809874557784,3.5759963178258793,32.85241975514401,60.60702107826415,0.0037592524750566527
electronics,ValendinLSTM,archive,no_cluster,2,0.37814290266835004,3.6639930141747286,57.82208580615136,84.0490797288263,0.03663718701650505
electronics,ValendinLSTM,archive,no_cluster,3,0.37741852324530906,3.635162668258432,48.622017638629465,69.36707560845274,-0.01501502528816723
electronics,ValendinLSTM,archive,no_cluster,4,0.37739502723790197,3.6403724997828615,48.91888194399396,73.47784590238892,-0.048730519348905925
electronics,ValendinLSTM,archive,no_cluster,5,0.3775493906478154,3.559514691924969,33.76244018622486,68.01874569573401,0.11341309288867657
electronics,ValendinLSTM,archive,no_cluster,6,0.3764741600886852,3.5578477443574736,28.94410344396833,51.110429392369504,0.0736750258020488
electronics,ValendinLSTM,archive,no_cluster,7,0.37717053859283733,3.595755283596616,40.104635181851265,64.62133600673012,0.037315917429737354
electronics,ValendinLSTM,archive,no_cluster,8,0.3776693755579483,3.613549774435489,44.46898417784766,73.84867072943399,0.03589621500701003
electronics,ValendinLSTM,archive,no_cluster,9,0.3776218826894934,3.6277674884235847,47.78220849359255,72.90422629460876,0.04108590036401302
electronics,ValendinLSTM,archive,no_cluster,10,0.37736754103249737,3.575953650418745,30.906611959619312,64.44921612570688,0.02555811712038079
electronics,ValendinLSTM,archive,no_cluster,11,0.3782697970410821,3.6691865387982086,56.67007486459717,81.42194952714186,0.06424740887230448
electronics,ValendinLSTM,archive,no_cluster,12,0.3774156152265289,3.6652431252680597,53.64485333325112,67.99181996836447,-0.020767072963269424
electronics,ValendinLSTM,archive,no_cluster,13,0.3769559749415727,3.537189819347269,21.332651472649694,56.71029305783867,0.015169518777129217
electronics,ValendinLSTM,archive,no_cluster,14,0.37763403194053397,3.6255418834683946,47.559986255387386,68.80129511774736,0.03654041896161578
electronics,ValendinLSTM,archive,no_cluster,15,0.37716755330337204,3.5860674463226823,34.12269924309576,68.76209952723136,-0.03816027209675677
electronics,ValendinLSTM,archive,no_cluster,16,0.3782192477245672,3.6596905335391843,55.08725279224765,89.52965238858478,0.048650045638676725
electronics,ValendinLSTM,archive,no_cluster,17,0.378121909497975,3.6511210578719817,52.48875242703022,75.8186775003194,0.011537871157866968
electronics,ValendinLSTM,archive,no_cluster,18,0.3773586397733381,3.6288672148315944,45.841172341912376,64.44308102396248,-0.025336705911065294
electronics,ValendinLSTM,archive,no_cluster,19,0.37694629009248043,3.5683344485521835,27.820722377924305,50.30402175392683,0.0027247048157756637
electronics,ValendinLSTM,archive,kmeans_8,0,0.3772728768187362,3.4816004960073013,-10.24505810008407,38.89331967654321,0.3155682834512627
electronics,ValendinLSTM,archive,kmeans_8,1,0.3798753423544289,3.963362933734795,37.41683691026456,54.67041573501819,0.3015709207553001
electronics,ValendinLSTM,archive,kmeans_8,2,0.3802121334927011,4.091204312832155,74.12712997772758,86.61247428192989,0.3198055618934186
electronics,ValendinLSTM,archive,kmeans_8,3,0.37739179479575924,3.4858772655449783,-11.539536570062404,42.47886841239352,0.3268060025851829
electronics,ValendinLSTM,archive,kmeans_8,4,0.37864211509903917,3.882750624031655,32.83094735574868,51.600545220871815,0.2856315109794177
electronics,ValendinLSTM,archive,kmeans_8,5,0.3762602158494532,3.488803824274612,-60.16019117023653,65.53306086820537,0.2805136939131277
electronics,ValendinLSTM,archive,kmeans_8,6,0.37681088308186467,3.4524447253219916,-5.587934853347972,63.66223583141391,0.2933961972404251
electronics,ValendinLSTM,archive,kmeans_8,7,0.3784911737010185,3.841177521419227,23.559645423125943,52.848670724652365,0.33528935731901177
electronics,ValendinLSTM,archive,kmeans_8,8,0.37758770497659616,3.6770833511214907,18.505794046435177,42.86912058955581,0.3157431447653085
electronics,ValendinLSTM,archive,kmeans_8,9,0.3784542541033474,3.8207100872550086,33.91820016795098,53.35855470657923,0.333396845283575
electronics,ValendinLSTM,archive,kmeans_8,10,0.3770994892361188,3.5185562710625766,41.479890716046825,66.53169721025957,0.295261086402041
electronics,ValendinLSTM,archive,kmeans_8,11,0.381599245125196,4.429365392324324,79.57873195987474,88.27539183429212,0.302922666136173
electronics,ValendinLSTM,archive,kmeans_8,12,0.3787411073248735,3.874767873518696,31.852419772797955,53.31186083841863,0.30283343020561543
electronics,ValendinLSTM,archive,kmeans_8,13,0.38428118397565525,4.843505828990632,61.415132552121115,77.86639369909926,0.29106641806381917
