split,epoch,all,zero,pos
temporal,77,0.08991920079704427,0.013714437821854619,5.591023194162469
temporal,78,0.08910900592759709,0.014856048623818934,5.449315192541566
temporal,79,0.0893102895243442,0.012196828668604633,5.65601212869071
temporal,80,0.08911230755038127,0.015418222710381934,5.408974419223028
temporal,81,0.08968340121627882,0.016925821501924024,5.341940738956471
temporal,82,0.08951923171786107,0.010661746185029276,5.782119401242008
temporal,83,0.09006638078706389,0.017146697488810494,5.3540256739877075
temporal,84,0.08929606856514,0.01435691330898806,5.499037909386316
temporal,85,0.09109898804622756,0.014214108480851254,5.641299569950848
temporal,86,0.09011067686623386,0.010498646142865796,5.837180080964327
temporal,87,0.08959727770899248,0.015202359283611628,5.460051583515161
temporal,88,0.08938201765541996,0.015997953743955826,5.386864239574491
temporal,89,0.09011989486254002,0.01878858037085661,5.239417210499581
temporal,90,0.08926471332522794,0.014375489087630654,5.4954021823021675
temporal,91,0.08987760406661213,0.017159609268760156,5.339277361366259
temporal,92,0.0898923687184024,0.01762477929752671,5.30677797353126
temporal,93,0.09001277397235759,0.015883962938552793,5.441257104404106
temporal,94,0.08941406047531146,0.012797886173707017,5.62021735406691
temporal,95,0.09013663588643595,0.015363500703606058,5.487893834786019
temporal,96,0.14999156384495954,0.08080109603631704,5.144744523312321
temporal,97,0.20670811466508354,0.14477378827091913,4.677651542961496
temporal,98,0.09002868813044554,0.01611637928408545,5.425644173484504
temporal,99,0.09042222829257511,0.017852860180717463,5.329092841804129
temporal,100,0.08997322334543699,0.01211116575180395,5.710714842143812
temporal,101,0.09000938739760683,0.01463722465499167,5.531009330814277
temporal,102,0.090197014346286,0.01573962874150001,5.465160625697397
temporal,103,0.09000693830320386,0.015514323537511586,5.467513720734212
temporal,104,0.09050028481421073,0.016132705755944103,5.458980871177894
temporal,105,0.09150347108355124,0.020075156846312572,5.2478030322970275
temporal,106,0.09212252349726088,0.01807732697491386,5.437330728475833
temporal,107,0.17775600058499058,0.11240907378068757,4.895049627851347
temporal,108,0.09179004096825578,0.019273961548376947,5.326613796991889
temporal,109,0.09125479039537937,0.017397465947323734,5.4229008880252545
temporal,110,0.09083859487113942,0.014389842941394353,5.609555968202031
temporal,111,0.09071668508245959,0.014708661879439882,5.577618461310965
temporal,112,0.09223617055680033,0.01914316509008806,5.36870734274691
temporal,113,0.09167367871997639,0.012394537876712046,5.814712356023351
temporal,114,0.09183432138440692,0.012971545491512056,5.7848163209665815
temporal,115,0.0920850864044753,0.01706511474328021,5.507660990457583
temporal,116,0.09332534936581205,0.01516135458512332,5.7358633795901754
temporal,117,0.13313244822030387,0.05939543735342031,5.456093320215093
temporal,118,0.09220406304952596,0.015308123490119514,5.643203087694981
temporal,119,0.09254868910818603,0.01490900525986418,5.69723752965749
customer_wise,0,0.24330561280125051,0.017328414477046323,8.603457709418402
customer_wise,1,0.16230233290945945,0.03800536783081817,4.760737575954861
customer_wise,2,0.15936126512649507,0.036923446545286974,4.68901618109809
customer_wise,3,0.1569602324650544,0.030218450224554234,4.845842692057292
customer_wise,4,0.1557858786480875,0.02496547552325988,4.995559353298611
customer_wise,5,0.1545519746804268,0.024620864552869527,4.961425442165798
customer_wise,6,0.15347439610535588,0.027196843368625594,4.825182495117187
customer_wise,7,0.15332806951219624,0.020915003936488947,5.052023179796007
customer_wise,8,0.1519677937135374,0.028235841060933558,4.729500054253473
customer_wise,9,0.15099214863283533,0.02566075863487614,4.787696736653646
customer_wise,10,0.15004070271719464,0.024994101792445038,4.776209377712673
customer_wise,11,0.14968461551949608,0.029730441649334756,4.587455919053819
customer_wise,12,0.1494098609337989,0.020789808633521107,4.9077804226345485
customer_wise,13,0.14934137576169362,0.020334242857860178,4.922032063802083
customer_wise,14,0.14801422701005784,0.025786796250863466,4.669886135525173
customer_wise,15,0.1487595819983514,0.033414301764558334,4.416022203233507
customer_wise,16,0.14857057577435043,0.021364927864716294,4.85461418999566
customer_wise,17,0.14768080756544077,0.031207169436996,4.456687554253472
customer_wise,18,0.14723427067835967,0.022826637916986556,4.7497635904947915
customer_wise,19,0.1461738624800324,0.02381181877315875,4.673025716145833
customer_wise,20,0.1462647333969525,0.020202221519840503,4.810017496744791
customer_wise,21,0.14587803223855678,0.03227544323519295,4.3486689588758685
customer_wise,22,0.14515583048593036,0.02191625244052636,4.70447258843316
customer_wise,23,0.14559959369676825,0.02011897047227074,4.78782484266493
customer_wise,24,0.14397907781383423,0.026442392579298188,4.492313842773438
customer_wise,25,0.14405327811549595,0.025385351148950887,4.534239230685764
customer_wise,26,0.143404541301203,0.030348815807982283,4.325963948567709
customer_wise,27,0.1434394460712236,0.023599663129052196,4.5769789632161455
customer_wise,28,0.143036838218697,0.023255109443279597,4.57442864312066
customer_wise,29,0.14506233939093754,0.01674383411838251,4.892276679144965
customer_wise,30,0.1432306956988299,0.02094387263417645,4.667299533420139
customer_wise,31,0.1427438387690629,0.023018096857836245,4.572063869900173
customer_wise,32,0.142916395700749,0.024084630578484232,4.539163886176215
customer_wise,33,0.1436736450123918,0.01968551426767902,4.730683254665799
customer_wise,34,0.1427246907647276,0.027839433339167993,4.392968275282118
customer_wise,35,0.14296592563366328,0.02901394123185546,4.358682793511285
customer_wise,36,0.14501030351114713,0.03716730487169067,4.134721883138021
customer_wise,37,0.14275832828241058,0.02180030562452603,4.617667575412327
customer_wise,38,0.1435722005703335,0.01833879964847739,4.776651340060764
customer_wise,39,0.14267499305474324,0.02328759669570153,4.559478013780382
customer_wise,40,0.1426435509178705,0.027367357678392767,4.407350124782986
customer_wise,41,0.1436164722984779,0.018028333518208362,4.7898192681206595
customer_wise,42,0.1431258171814229,0.019597142433558788,4.713137478298611
customer_wise,43,0.14235396769496067,0.025304221007068934,4.472674424913194
customer_wise,44,0.14279295818361432,0.019892383228982086,4.689568142361111
customer_wise,45,0.14218349905233799,0.02734694877305551,4.390625474717882
customer_wise,46,0.14243159850224624,0.024706776814641774,4.497726643880208
customer_wise,47,0.14250724097276546,0.020832130967396376,4.643945448133681
customer_wise,48,0.14311973437020228,0.01820783509708608,4.764304809570312
customer_wise,49,0.14198113848750585,0.023738185583771793,4.516444837782118
customer_wise,50,0.14244720176976108,0.025988270376004718,4.450909559461806
customer_wise,51,0.14218489838449672,0.025125928821041286,4.472846815321181
customer_wise,52,0.14363379974311688,0.01767119142311459,4.803690524631077
customer_wise,53,0.1420973580209034,0.02603554668362355,4.435868326822916
customer_wise,54,0.14280911118876294,0.019221193111040223,4.715012681749132
customer_wise,55,0.14231635350374497,0.02460393671918408,4.497152370876736
customer_wise,56,0.14247869031305746,0.027549655663170875,4.394342312282986
customer_wise,57,0.14217358592630533,0.028416113461627805,4.350694512261285
customer_wise,58,0.14230424499690206,0.023226926327897402,4.547635837131076
customer_wise,59,0.1434571840342255,0.0294989545089817,4.3594052463107635
customer_wise,60,0.14235687702074987,0.026980878068299775,4.410756022135416
customer_wise,61,0.14192442626810337,0.02617264573016114,4.42422607421875
customer_wise,62,0.14263897453055546,0.019775229311516398,4.688051350911459
customer_wise,63,0.1426125621360594,0.020201493776056526,4.671278076171875
customer_wise,64,0.14220206162179055,0.02166254482608412,4.60162835015191
customer_wise,65,0.14233454839153337,0.022134728181940726,4.589193386501736
customer_wise,66,0.14255107005502288,0.025710412941547266,4.465136311848958
customer_wise,67,0.14245689000312536,0.024405041776672687,4.509850396050347
customer_wise,68,0.1432177804341608,0.018057823639429284,4.773579779730903
customer_wise,69,0.14443432839938333,0.029074899855856137,4.412220594618056
customer_wise,70,0.1430319619744908,0.02705752351202683,4.433570353190104
customer_wise,71,0.1425465329346817,0.021400026379154027,4.624429185655382
customer_wise,72,0.14257678992288939,0.02731715068972953,4.406671278211806
customer_wise,73,0.14320598606310864,0.026678453323532903,4.4542067464192705
customer_wise,74,0.14354740883093967,0.025335615268984073,4.516858384874132
customer_wise,75,0.1425758939219408,0.028772454946903815,4.352797580295139
customer_wise,76,0.14220892620276313,0.023742585500692415,4.524937065972222
customer_wise,77,0.14335319437831728,0.026444947014973175,4.468439059787326
customer_wise,78,0.14262587007046695,0.023554817980610942,4.547725626627604
customer_wise,79,0.1429099487775891,0.02024088634544127,4.681120062934028
customer_wise,80,0.14280120424812112,0.025674894187153675,4.475954182942709
customer_wise,81,0.14213036726700493,0.025209899363410067,4.46766832139757
customer_wise,82,0.14338264103897386,0.026462676375030268,4.468901909722222
customer_wise,83,0.1432536454601781,0.027468208851921964,4.426800130208333
customer_wise,84,0.14268424578167038,0.02652223450469604,4.440162489149306
customer_wise,85,0.1433527088957316,0.023794207190275765,4.566486138237847
customer_wise,86,0.14349462687864625,0.030172035019309516,4.335926988389757
customer_wise,87,0.14404416817756463,0.02420801752063874,4.577449137369792
customer_wise,88,0.14330552070234823,0.02475126221568352,4.529286295572916
customer_wise,89,0.14378525960067515,0.018985390376723883,4.760825737847222
customer_wise,90,0.14381531311456383,0.02037403275335368,4.710594211154514
customer_wise,91,0.14324943318480232,0.02234024385143392,4.616352335611979
customer_wise,92,0.14309776985292505,0.022179075183345973,4.616551920572917
customer_wise,93,0.14363661625605884,0.023237416287100927,4.597871839735243
customer_wise,94,0.1440268764301746,0.02404855547588299,4.582691379123264
customer_wise,95,0.14377904827935833,0.025556011649062575,4.517505900065104
customer_wise,96,0.14379434812025713,0.02078773722174304,4.69449232313368
customer_wise,97,0.1437624169310738,0.024789506343051482,4.545231255425347
customer_wise,98,0.14369669829576193,0.02513219850788547,4.53005622016059
customer_wise,99,0.1443139858337324,0.02202356073616904,4.668516235351563
customer_wise,100,0.14381705871003736,0.022832806324626552,4.619696790907118
customer_wise,101,0.14565052653156618,0.03308979494533878,4.30989732530382
customer_wise,102,0.14455987919365568,0.023340977710465408,4.629120415581597
customer_wise,103,0.1445220401097716,0.02536760483264694,4.552706434461806
customer_wise,104,0.1448425835566934,0.02887819914334328,4.435009223090278
customer_wise,105,0.144362487685877,0.025562941712980257,4.539417588975694
customer_wise,106,0.14525496174625688,0.029123954736287063,4.441585964626736
customer_wise,107,0.1444609371287486,0.022703257390709233,4.648953653971354
customer_wise,108,0.14463724227157415,0.026823063987427637,4.503238321940104
customer_wise,109,0.14650193804648204,0.03018009611072018,4.4498931206597225
customer_wise,110,0.14503767973136478,0.023729016378715256,4.632919108072917
customer_wise,111,0.14543867049851408,0.02527682566975012,4.590892808702257
customer_wise,112,0.1461601261786375,0.018380444190755366,4.87344007703993
customer_wise,113,0.14568026233993925,0.021750360770273643,4.730535481770834
customer_wise,114,0.14604256085895462,0.02699212510101157,4.550379570855035
customer_wise,115,0.1454326340937171,0.029562704039559462,4.432105305989583
customer_wise,116,0.14447782192750067,0.02478173075817572,4.5727011447482635
customer_wise,117,0.14520198702881917,0.024535110854919228,4.609340006510417
customer_wise,118,0.146180623538983,0.021638730464790486,4.753677029079861
customer_wise,119,0.14690288240720772,0.02301920680458989,4.730048421223958
