suite,model,study,best_epoch,val_loss,spearman,pred_sd,arm
ar_encoding__electronics__no_ar__a,LSTM,7,8.0,0.0888982284814119,0.03487294203475566,0.14003572489412092,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__a,LSTM,4,8.0,0.0891817323863506,0.030945419689945616,0.13665287276486926,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__a,LSTM,17,20.0,0.0885470615556607,0.3197006030113085,0.9425852802411033,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__a,LSTM,18,10.0,0.0888614747673273,0.06337386065714798,0.18787539748212456,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__a,LSTM,11,8.0,0.0890349075198173,0.029471302883895774,0.14626973142633287,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__a,LSTM,2,6.0,0.0896846987307071,-0.038626648074422947,0.14768824970780667,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__a,LSTM,1,26.0,0.0911219407405172,0.04691189931169816,0.14874694817380651,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__a,LSTM,3,9.0,0.0887548364698886,0.09033250649621026,0.16467024893905052,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__a,LSTM,5,11.0,0.089205952361226,-0.011792248461266136,0.15728959350298408,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__a,LSTM,14,7.0,0.089022446423769,0.10357934204784729,0.16424456397153872,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__a,LSTM,10,11.0,0.0887825451791286,0.07041829756434705,0.1624588015237839,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__a,LSTM,12,10.0,0.0890769977122545,0.051067787038612755,0.1436031682633899,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__a,LSTM,16,97.0,0.0902611669152975,-0.03075395293361812,0.12167424721251117,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__a,LSTM,15,18.0,0.0892784371972084,0.02938909980988627,0.13186521651395547,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__a,LSTM,20,5.0,0.0893215164542198,0.01970198836686355,0.13763184193589167,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__a,LSTM,8,7.0,0.0910114688532693,0.09667718853084192,0.16896559937385366,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__a,LSTM,6,11.0,0.089009091258049,0.03660382995626276,0.1538253112447705,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__a,LSTM,9,8.0,0.0892543736845254,0.02012562222864933,0.14400301210641744,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__a,LSTM,13,2.0,0.089881669729948,0.002503896802105987,0.15340743319275724,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,19,5.0,0.0891768839210271,-0.019771144428728762,0.13246259193254542,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,7,11.0,0.0891677942126989,0.053390144117386164,0.14390276856827106,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,4,7.0,0.0887968204915523,0.02459245495068958,0.1516308049663065,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,17,7.0,0.0891995094716548,0.03638870443503128,0.15846886534157362,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,18,10.0,0.089180463925004,0.021149270606205264,0.15191930992455027,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,11,30.0,0.0879386035459382,0.2536657249666575,0.37318093534066654,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,2,8.0,0.0891280453652143,0.0594994534103275,0.16194499957996888,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,1,7.0,0.0893720351159572,0.07198323461245457,0.14183612530150344,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,3,8.0,0.0893189143389463,0.06295906551853879,0.1375373573144463,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,5,5.0,0.0892761535942554,0.0810536159871526,0.1551885757815976,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,14,4.0,0.0900568086653947,0.008724000415975592,0.1482974363491773,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,10,7.0,0.0893347412347793,0.03597880999568504,0.15482774258387338,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,12,4.0,0.0895095914602279,-0.04429748672727563,0.14080675534503234,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,16,7.0,0.0889525227248668,0.030247063718494446,0.13593588182958707,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,15,30.0,0.0888698814580073,0.2864323666463456,0.47303724429563887,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,20,11.0,0.0892631150782108,0.08015112501730093,0.19174876302782687,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,8,8.0,0.0880723632872104,0.06163087456599357,0.14880001025638348,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,6,9.0,0.0890692770481109,0.009936807152015907,0.16893835420801906,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,9,7.0,0.0890059079974889,0.061989961417677056,0.14773002393551507,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__b,LSTM,13,8.0,0.0891848113387823,-0.02048394624058869,0.13551222279244252,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,19,7.0,0.0900784395635128,0.024638885611229393,0.14168866527872945,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,7,6.0,0.0890210699290037,-0.03522413498633032,0.13613676634332472,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,4,8.0,0.0893525537103414,0.04050793186782413,0.16740323054975617,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,17,11.0,0.0890885628759861,-0.007604504685786785,0.1763880638132592,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,18,6.0,0.0889789573848247,-0.029118895315678604,0.136372963253954,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,11,7.0,0.0890622641891241,0.050889620392623604,0.16721325833317252,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,2,13.0,0.0890413261950016,0.058934963147716624,0.1637786035326397,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,1,11.0,0.0892240777611732,0.10257560812908292,0.1531449033812415,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,3,8.0,0.0888322293758392,0.06982372686810333,0.16557285768083718,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,5,3.0,0.0918194257787295,0.013202706408128463,0.15312944410013613,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,14,6.0,0.0890891030430793,-0.0004471007293479517,0.13730333016254018,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,10,7.0,0.08905122987926,0.062266099502465234,0.16577950791567322,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,12,2.0,0.0916469927345003,0.08982017738530115,0.14804329684365664,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,16,11.0,0.0890269428491592,0.025511844890630322,0.18413585603274954,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,15,11.0,0.0887982174754142,0.059980772483780226,0.1682192175026854,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,20,23.0,0.0884466879069805,0.2806727679621781,0.8652567332902257,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,8,75.0,0.0898100230842828,0.06389673767761543,0.12514596070030257,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,6,13.0,0.0893227215856313,0.0700992754988402,0.1470890919996737,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,9,18.0,0.0904496051371097,0.029291698733649566,0.15177839024075557,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__c,LSTM,13,13.0,0.0888701472431421,0.06451943072172925,0.1645864645593764,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,19,80.0,0.0900886580348014,0.07102344863496854,0.13828310649054176,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,7,7.0,0.0889831278473138,0.0971642409467004,0.13773460550314795,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,4,13.0,0.0890484917908907,0.08010075489002767,0.1744742468355751,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,17,11.0,0.0892396792769432,0.0067572788233652035,0.14773208733057555,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,18,9.0,0.0882916208356618,0.032340145491449444,0.16292208128975927,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,11,22.0,0.0890810973942279,-0.025009741142758814,0.1438868740704303,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,2,9.0,0.0891547854989767,0.030113115214471842,0.14969890393026333,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,1,7.0,0.0913778415748051,0.0004233707689945455,0.1810054425246581,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,3,8.0,0.0889454092830419,-0.012611347668556507,0.12979664914929684,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,5,9.0,0.0891578942537307,0.0003566134305851492,0.16055410807993933,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,14,10.0,0.0881886333227157,0.0915209171417891,0.1957213130862516,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,10,8.0,0.0889757331460714,-0.032886792268068496,0.16142397612812442,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,12,7.0,0.0890632662922144,-0.01863999058543286,0.14782955770562517,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,16,9.0,0.08894769474864,-0.0577000521382161,0.1395397013274032,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,15,13.0,0.0895342212170362,-0.00890748118531084,0.1334029516519578,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,20,6.0,0.0911646336317062,0.05984359345109456,0.18321131589117753,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,8,6.0,0.0913882628083229,0.03572609535814799,0.16754184568140298,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,6,7.0,0.0893083531409502,0.0032836717412067363,0.13554874268178385,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,9,6.0,0.0892796535044908,-0.025932373730145657,0.14260821133672497,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__d,LSTM,13,41.0,0.0894968099892139,0.05266166953977656,0.14143745921266174,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,19,10.0,0.0892805252224206,0.010698013816228048,0.15153162129167436,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,7,4.0,0.0897154323756694,-0.0374201289337689,0.13378999246639997,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,4,14.0,0.0889761690050363,0.07438957323447391,0.1645237410029799,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,17,7.0,0.0891889557242393,-0.09249432446887673,0.14064845895301198,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,18,10.0,0.0890826638787984,0.04473818080576615,0.16487606686813852,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,11,8.0,0.0892042852938175,-0.024871692746075993,0.15478227090703417,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,2,7.0,0.0892580486834049,-0.042574255768792334,0.1479026552267339,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,1,14.0,0.0890235304832458,0.01743415912767523,0.16716481917888326,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,3,6.0,0.0891342051327228,-0.03936675730547771,0.1367476838527295,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,5,7.0,0.0890151746571064,0.05930231715230044,0.1388110361915486,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,14,13.0,0.0893636904656887,0.06107067177758498,0.15934260072903822,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,10,10.0,0.0889938063919544,0.05232510475854458,0.169933650414854,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,12,14.0,0.0892952512949705,0.09586277640725832,0.16356376130721542,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,16,11.0,0.0890658237040042,0.016850785008325438,0.1793981518996669,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,15,9.0,0.0891049858182668,0.037633321541751884,0.17494617813907987,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,20,7.0,0.0892878305166959,0.06500935717152455,0.1510233496725361,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,8,11.0,0.0890534725040197,0.06995252897335404,0.1541313753572559,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,6,24.0,0.0886351782828569,0.09020470882455338,0.14940306060626135,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,9,6.0,0.0897622294723987,0.08387520319444837,0.1826222763188679,ar_encoding__electronics__no_ar
ar_encoding__electronics__no_ar__e,LSTM,13,10.0,0.0898145101964473,0.044912431682333345,0.1550586835297687,ar_encoding__electronics__no_ar
cluster__electronics__ar_plus_cluster_8__a,LSTM,19,4.0,0.0875598322600126,0.2927976459723136,6.698743842840041,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__a,LSTM,7,7.0,0.0849607942196039,0.2729705139478641,5.65990191065473,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__a,LSTM,4,8.0,0.0823645517230033,0.32849662808944086,2.7626086370049956,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__a,LSTM,17,13.0,0.0807475692459515,0.3203087623204837,3.74274077181354,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__a,LSTM,18,9.0,0.0845818018110898,0.301884166397684,1.823903360209294,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__a,LSTM,11,14.0,0.0842785964218469,0.32800081492723926,3.041008197145673,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__a,LSTM,2,6.0,0.0868038367480039,0.25999927168003284,15.940212844736156,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__a,LSTM,1,19.0,0.0846543928178457,0.2967554399145447,5.869788291262599,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__a,LSTM,3,10.0,0.0847483111115602,0.21169513986868227,1.7416806660313313,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__a,LSTM,5,4.0,0.0888273231685161,0.24102024508275888,1.3033927511415033,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__a,LSTM,14,16.0,0.0844350689305709,0.30209055558357906,3.0422616658053325,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__a,LSTM,10,12.0,0.0828095820660774,0.27164205527394886,3.4928216898470836,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__a,LSTM,12,14.0,0.0852718422046074,0.306919935778113,9.657278117015274,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__a,LSTM,16,12.0,0.0835627115198544,0.2901847084866877,4.983714399090822,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__a,LSTM,15,20.0,0.0853823072143963,0.28733368242366547,5.887226312281937,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__a,LSTM,20,6.0,0.087271885946393,0.29219352042703595,12.525937232116561,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__a,LSTM,8,18.0,0.0822651982307434,0.27196028973923714,4.380335389691202,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__a,LSTM,6,12.0,0.0851150804332324,0.3171338969365073,3.0732489987166614,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__a,LSTM,9,9.0,0.0832326019612642,0.28672627398067074,2.8468679827702115,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__a,LSTM,13,12.0,0.0845924836511795,0.22164723586324636,3.6783811402308952,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,19,7.0,0.0868480298668146,0.2748871020658337,11.95135893007259,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,7,34.0,0.0828713746025012,0.29549400039193163,2.9307451264517312,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,4,9.0,0.0839863499769797,0.03425713853754267,10.23059360925618,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,17,9.0,0.0840441959981734,0.32343410953134766,3.4457291495570037,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,18,7.0,0.0898645743727684,0.27173116056415225,3.26341396627599,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,11,35.0,0.0842751171439886,0.2583851976520156,12.683224926675901,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,2,4.0,0.088426062837243,0.3238460603628691,7.312408684547602,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,1,11.0,0.0866711644025949,0.30746508202479034,4.215768010482072,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,3,26.0,0.0851179951658615,0.26803968583649435,3.2003629009216463,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,5,14.0,0.0836931197689129,0.3146299074248078,3.877257298824305,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,14,8.0,0.0831180515770728,0.24894214860619987,3.752069791570582,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,10,14.0,0.0829405369503157,0.29976607512085424,7.379968536162332,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,12,16.0,0.0863407042164069,0.20794388214003098,2.2024762064124057,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,16,4.0,0.0881570074707269,0.23985576836997138,6.212908278628805,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,15,19.0,0.081215249640601,0.3249869479740859,3.850573520466533,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,20,5.0,0.0889369845390319,0.2729235150922359,9.19115279957797,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,8,10.0,0.0848749130964279,0.3158707431663445,3.8321390753203475,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,6,3.0,0.0842576641589403,0.2454117979146307,3.0031806759372075,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,9,30.0,0.085773206101014,0.29776800216248706,4.850292216515107,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_plus_cluster_8__b,LSTM,13,12.0,0.0834550507939778,0.3162882114859231,2.995607110245052,cluster__electronics__ar_plus_cluster_8
cluster__electronics__ar_unbounded__a,LSTM,19,5.0,0.0893180295825004,0.1983381097190106,12.97197920299749,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__a,LSTM,7,6.0,0.0900917742401361,0.25829239483775157,11.554729925239371,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__a,LSTM,4,12.0,0.0894911696131412,0.3120028649695843,2.450041100107836,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__a,LSTM,17,4.0,0.0884311702102422,0.19273931212244105,8.859704722794607,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__a,LSTM,18,4.0,0.089935952797532,0.25647875210043664,5.446705932446166,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__a,LSTM,11,7.0,0.0883878450840711,0.28739666325498475,11.43541429017033,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__a,LSTM,2,4.0,0.0896476171910762,0.2535139271086162,7.18372716277265,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__a,LSTM,1,9.0,0.0880107379385403,0.3019370530612295,4.161130135697876,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__a,LSTM,3,19.0,0.0892464266373561,0.3209049441308823,3.108032868890411,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__a,LSTM,5,5.0,0.0903294142335653,0.2048165307748141,10.479237387926833,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__a,LSTM,14,8.0,0.0896970573812723,0.1192242642270861,17.844951871849034,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__a,LSTM,10,4.0,0.0898047685623169,0.24556216942235323,12.887274448848123,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__a,LSTM,12,4.0,0.0884361714124679,0.22858509101818192,6.656111112566116,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__a,LSTM,16,2.0,0.0902690198272466,0.22562880197921759,6.679553347807709,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__a,LSTM,15,13.0,0.0905123821326664,0.29448354704225366,9.60875441328693,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__a,LSTM,20,6.0,0.0887459218502044,0.21448163223505362,5.862962277058152,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__a,LSTM,8,26.0,0.0877729933708906,0.3193008760574876,3.9760062658661988,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__a,LSTM,6,5.0,0.0900522153824567,0.2178990042390046,13.290576264067402,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__a,LSTM,9,4.0,0.0890528056770563,0.247952444494216,9.561215314988896,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__a,LSTM,13,4.0,0.088507417589426,0.24911566925981268,10.81982308016096,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,19,7.0,0.0899751652032136,0.25504990360303376,6.301237248328739,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,7,9.0,0.0881064794957637,0.1911567065105631,13.54037823348161,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,4,5.0,0.0897617768496275,0.18541083861405155,2.524681534089862,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,17,7.0,0.0894021764397621,0.2374818192144446,9.983913930920533,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,18,6.0,0.088705638423562,0.24276690318849709,8.986891332736606,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,11,10.0,0.0890473648905754,0.29982286447113576,2.687132261979188,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,2,7.0,0.089645953848958,0.1364355532585214,23.20201452636606,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,1,6.0,0.0909172892570495,0.05637735769669049,21.120715792440645,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,3,7.0,0.088277319446206,0.2164529253352516,14.738471619153282,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,5,8.0,0.0890639778226614,0.2956520142724656,12.907432150487784,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,14,7.0,0.0880474131554365,0.1980665518205091,10.426330208311004,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,10,6.0,0.08893408998847,0.20975593022214245,12.444581334073797,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,12,7.0,0.0890290215611457,-0.014124955607672122,14.364110557199783,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,16,5.0,0.0900235008448362,0.26337899038326895,4.7160519684443365,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,15,4.0,0.0878919754177331,0.21312182038626684,7.496350899750594,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,20,7.0,0.0895280968397855,0.211958017027383,11.130921971615448,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,8,10.0,0.0898170164571358,0.31042394786915445,3.633039025048616,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,6,3.0,0.0897057987749576,0.15123260085515072,6.943098592047222,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,9,7.0,0.0893854591995477,0.25036916584228064,9.591125617657283,cluster__electronics__ar_unbounded
cluster__electronics__ar_unbounded__b,LSTM,13,11.0,0.088398856898913,0.2959656931375197,3.25855509855132,cluster__electronics__ar_unbounded
cluster__electronics__cluster_16__a,LSTM,19,13.0,0.084847342222929,0.2682450279697423,3.339430038880338,cluster__electronics__cluster_16
cluster__electronics__cluster_16__a,LSTM,7,48.0,0.0833687639007201,0.317365648821997,3.4893078871016274,cluster__electronics__cluster_16
cluster__electronics__cluster_16__a,LSTM,4,7.0,0.0865115914493799,0.2500070678023819,1.1426094268015268,cluster__electronics__cluster_16
cluster__electronics__cluster_16__a,LSTM,17,11.0,0.0865737330168485,0.18921725324333546,1.5271962792150842,cluster__electronics__cluster_16
cluster__electronics__cluster_16__a,LSTM,18,8.0,0.0870214775204658,0.21468855300668538,1.097225509928424,cluster__electronics__cluster_16
cluster__electronics__cluster_16__a,LSTM,11,5.0,0.0861216802150011,0.3092800889122703,1.0364162724526162,cluster__electronics__cluster_16
cluster__electronics__cluster_16__a,LSTM,2,19.0,0.0849758435327273,0.2637768969697701,1.7221642463231221,cluster__electronics__cluster_16
cluster__electronics__cluster_16__a,LSTM,1,12.0,0.0868612797214434,0.3053802088630881,2.4406053393153013,cluster__electronics__cluster_16
cluster__electronics__cluster_16__a,LSTM,3,17.0,0.0871640834957361,0.18364898723752146,0.9140017153777826,cluster__electronics__cluster_16
cluster__electronics__cluster_16__a,LSTM,5,17.0,0.0843615096348982,0.28647054171361275,3.15379925979353,cluster__electronics__cluster_16
cluster__electronics__cluster_16__a,LSTM,14,6.0,0.0863295719027519,0.30735542524180826,1.5543237240296695,cluster__electronics__cluster_16
cluster__electronics__cluster_16__a,LSTM,10,11.0,0.0872068032622337,0.2912886236619501,1.5671610189714658,cluster__electronics__cluster_16
