suite,model,study,spearman,pred_sd,val_loss,best_epoch,epochs_run,lr,batch_size,weight_decay,updates,hidden,dense,dropout,embedder,d_model,arm
real_panel_arms__Transformer__electronics__ar_bounded-kmeans_8-valendin__a,Transformer,19,0.313203139359121,2.047139475632989,0.0807646183440318,17.0,25.0,0.0010173106868917,64.0,0.0002903089358764,234.0,,,0.3,valendin,128.0,Transformer__electronics__ar_bounded-kmeans_8-valendin
real_panel_arms__Transformer__electronics__ar_bounded-kmeans_8-valendin__a,Transformer,20,0.3035324047262903,3.1201242234068824,0.0790882278233766,31.0,39.0,0.0023557736607017,256.0,2.927734488174403e-06,128.0,,,0.3,valendin,128.0,Transformer__electronics__ar_bounded-kmeans_8-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,1,0.2168204570660356,0.2657433065122824,0.0853343941271305,23.0,31.0,0.0010596457224542,256.0,1.560331698515786e-05,96.0,,,0.2,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,2,0.2601075879676734,0.4373508707712896,0.0851427875459194,29.0,37.0,0.0006064042571416,256.0,3.151690284113507e-05,120.0,,,0.1,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,3,0.2286999975562391,0.2526026016196955,0.0850944761186838,21.0,29.0,0.0020161928280648,256.0,4.641415660835098e-06,88.0,,,0.1,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,4,0.2538801188483896,0.3803236551883788,0.0855290722101926,30.0,38.0,0.0014382441445321,256.0,0.0003404723557935,124.0,,,0.3,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,5,0.2920652371244474,0.50875842281509,0.0853389650583267,13.0,21.0,0.0025115204198135,256.0,9.25534477300738e-05,56.0,,,0.0,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,6,0.3077178180975015,0.6808169879114533,0.0852238480001688,28.0,36.0,0.0007679406661536,256.0,2.5808172713230027e-05,116.0,,,0.1,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,7,0.2071223035950209,0.292455803477039,0.0853697508573532,17.0,25.0,0.0017460087710271,256.0,2.5302823650966444e-06,72.0,,,0.1,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,8,0.3086679475980012,1.2577636387786797,0.0851638726890087,30.0,38.0,0.0009797810604583,256.0,0.00585767556078,124.0,,,0.2,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,9,0.0834711506176381,0.2196979835353174,0.085029013454914,20.0,28.0,0.0019858116814693,256.0,2.459133558057571e-06,84.0,,,0.0,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,10,0.2853756087587995,0.3366411124053383,0.0851691048592329,23.0,31.0,0.0010175987367167,256.0,0.0004179493582282,96.0,,,0.1,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,11,0.1831129838312589,0.2663190440511144,0.08516351506114,29.0,37.0,0.0011107983358364,256.0,0.0016577040279694,120.0,,,0.3,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,12,0.2994404391552595,0.8127322484756012,0.0853580702096223,29.0,37.0,0.0009555057371826,256.0,3.3821648242573124e-06,120.0,,,0.3,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,13,-0.2024773627309558,0.2490280872353474,0.0853056572377681,13.0,21.0,0.0013240317459628,256.0,1.8685720222253423e-05,56.0,,,0.1,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,14,0.2541611444767277,0.2687502355989236,0.0853966958820819,36.0,44.0,0.0007825197289737,256.0,1.2492947133932533e-06,148.0,,,0.2,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,15,0.1859421225291425,0.2906444399274965,0.0855689253658056,12.0,20.0,0.0026610290474353,256.0,1.4504076831128525e-05,52.0,,,0.1,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,16,0.2119546320203095,0.405866919015365,0.0852231234312057,20.0,28.0,0.0014885984987193,256.0,6.42783703083902e-05,84.0,,,0.1,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,17,0.2274864745774621,0.269189020662077,0.0851176120340824,26.0,34.0,0.0010366316711722,256.0,0.0048161671823611,108.0,,,0.1,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,18,-0.1207465426803025,0.182644733665692,0.0850549731403589,25.0,33.0,0.0009616678595493,256.0,0.0016495406197489,104.0,,,0.1,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,19,0.2752730661707814,0.5098513843969195,0.0849816780537366,29.0,37.0,0.0007513068244918,256.0,1.5346530318617824e-06,120.0,,,0.2,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__ar_bounded-no_cluster-valendin__a,Transformer,20,0.2586328991491192,0.8647433263332367,0.0851781480014324,17.0,25.0,0.0014406953062434,256.0,3.710018132225903e-06,72.0,,,0.0,valendin,128.0,Transformer__electronics__ar_bounded-no_cluster-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,1,0.3272513265908333,2.1059848446792397,0.0811100751161575,21.0,29.0,0.0017899312018433,128.0,0.0003724206449159,154.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,2,0.2991448773337845,2.8311657606581004,0.0787345245480537,36.0,44.0,0.0012679995113109,256.0,1.6879638592778557e-06,148.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,3,0.2938587510346898,2.7154518884708136,0.0811548244494658,32.0,40.0,0.0004746494218646,64.0,0.000572489206505,429.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,4,0.3303694336407581,2.6946564441064607,0.0818703653147587,26.0,34.0,0.0028347561446094,64.0,9.971789896198532e-05,351.0,,,0.0,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,5,0.3097741274920321,2.9577673469415053,0.0812108125537633,34.0,42.0,0.0002713092911798,256.0,0.0005217908847941,140.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,6,0.331048669902433,2.479445712700233,0.0794864632189273,18.0,26.0,0.0010537028135704,256.0,1.3169547254120284e-06,76.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,7,0.3024330779050861,2.581156946397625,0.0804510169795581,25.0,33.0,0.0029104211072918,128.0,0.0007564852504347,182.0,,,0.2,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,8,0.3192568691024953,2.348751960863753,0.0808353126049041,16.0,24.0,0.0021513315521696,128.0,6.5397153465014535e-06,119.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,9,0.3080195035121604,2.281296969767732,0.0800140308482306,17.0,25.0,0.0021782334445498,128.0,6.761357105215941e-05,126.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,10,0.3077420902863725,2.84139047454402,0.0820406941840281,15.0,23.0,0.0018039096304023,64.0,0.0030766530606366,208.0,,,0.2,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,11,0.3234171367248739,2.825223640219325,0.0778424981981515,21.0,29.0,0.0021041320460814,256.0,0.0030762122544148,88.0,,,0.0,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,12,0.3115252161738892,2.217005846151169,0.0805342788142817,16.0,24.0,0.0020541925822246,128.0,1.1634612312224334e-06,119.0,,,0.2,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,13,0.2989018237980028,2.8476967097579853,0.0796359474105494,32.0,40.0,0.0015462609086637,128.0,1.6379725111398188e-06,231.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,14,0.30961485444346,3.0164196133953105,0.080221054809434,20.0,28.0,0.0028314862295535,128.0,3.1528007865567966e-05,147.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,15,0.3074451895895201,1.5957734400974044,0.0778858941048383,33.0,41.0,0.002882768150259,256.0,1.1728674036810856e-05,136.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,16,0.2867595480562994,2.546065868672469,0.0798331296869686,17.0,25.0,0.0020658847395968,128.0,0.0003022099652175,126.0,,,0.2,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,17,0.3009431099530034,4.615368758002037,0.0790571402758359,24.0,32.0,0.0014695264256133,256.0,0.0054825728212104,100.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,18,0.3177110119830592,2.1526780356824187,0.080468221434525,10.0,18.0,0.0017883083772329,128.0,2.3473537455909676e-05,77.0,,,0.0,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,19,0.294089027993931,3.10576773259134,0.0783484242856502,20.0,28.0,0.0021226355942627,256.0,0.0016913492428436,84.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin-no_tf__a,Transformer,20,0.303762175246574,2.848183581409532,0.07858014293015,41.0,49.0,0.0019897749129996,256.0,2.4399306499752022e-05,168.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,1,0.2726255323431492,1.358557791879488,0.0795971639454364,19.0,27.0,0.0021761956840272,256.0,1.0780672962582725e-06,80.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,2,0.3040697527128294,2.971826599071934,0.0784792937338352,21.0,29.0,0.0028992392583452,256.0,0.0083627650646308,88.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,3,0.3047042665560684,1.9034063747591283,0.0808111035398074,22.0,30.0,0.0024562349034489,128.0,1.570652531418177e-06,161.0,,,0.1,valendin,64.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,4,0.2853671669078964,1.9793160625242403,0.0799974277615547,8.0,16.0,0.0020068480296184,256.0,4.244267025905149e-05,36.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,5,0.2790164292667353,2.0110512059372443,0.0792991612106561,30.0,38.0,0.0022438859422419,256.0,0.0001276472143856,124.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,6,0.2977542819678375,2.2327910809482248,0.0780541207641363,27.0,35.0,0.0022356798444306,256.0,3.477693982380276e-06,112.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,7,0.3113525068313307,3.074789357520538,0.0804484784603118,19.0,27.0,0.0007177048804046,256.0,1.0210080163465584e-05,80.0,,,0.2,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,8,0.304573184003941,1.626558212975165,0.0787244793027639,20.0,28.0,0.0029007283388068,256.0,0.0097870600993446,84.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,9,0.3101289574964407,1.6975627138549714,0.0780889298766851,32.0,40.0,0.0025928961883351,256.0,3.602089103034768e-05,132.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,10,0.3019529100778495,2.320717791649552,0.079741749380316,22.0,30.0,0.0024411142056184,128.0,0.004151045199249,161.0,,,0.2,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,11,0.3163330731876932,3.0239907969866078,0.0806241876312664,27.0,35.0,0.0029850045111494,128.0,6.838356094185125e-06,196.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,12,0.3305269128064503,3.0295984197808297,0.0813808375253127,24.0,32.0,0.0015033846797701,64.0,1.0245034810141257e-06,325.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,13,0.2890466136369321,2.752389538011625,0.0780615303665399,30.0,38.0,0.0024849233138256,256.0,1.5115035056095171e-05,124.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,14,0.3014062880326055,2.589388918883625,0.0815031367998856,30.0,38.0,0.0025200857375319,64.0,1.3518777092859287e-06,403.0,,,0.2,valendin,64.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,15,0.3041974055216927,1.475678352879203,0.0795005094259977,10.0,18.0,0.0012535176940279,256.0,0.0004699277754032,44.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,16,0.3008204257972137,3.042929950008602,0.0819941111482106,25.0,33.0,0.0020392387858301,64.0,0.0015749822727688,338.0,,,0.2,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,17,0.3010780473033059,3.6512309246912023,0.0798328854143619,49.0,57.0,0.0009581925175318,256.0,0.0050384911827492,200.0,,,0.2,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,18,0.3091206301583639,2.321208336976896,0.0805914975129641,31.0,39.0,0.0029011628123167,64.0,1.4268266036921443e-05,416.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,19,0.3165148955769792,2.046325072256056,0.0806493918810572,25.0,33.0,0.0019018472991619,128.0,4.896340450146715e-05,182.0,,,0.2,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-kmeans_8-valendin__a,Transformer,20,0.2987845224344726,2.3657575892703107,0.0784102492034435,37.0,45.0,0.0018743580036097,256.0,0.0002821293697674,152.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-kmeans_8-valendin
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,1,0.2362035813641934,0.4220377747054922,0.0861995294690132,42.0,50.0,0.0023271584127417,256.0,0.0033393588652694,172.0,,,0.2,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,2,0.1018481760563953,0.3173141103820633,0.0876655578613281,13.0,21.0,0.0029650541994254,256.0,0.0073493125814,56.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,3,-0.0026309153587219,0.2575907089853777,0.0892935693264007,6.0,14.0,0.0008562721386763,256.0,4.305333747086506e-05,28.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,4,0.3005392459776997,1.2835475297713057,0.0868396554142236,24.0,32.0,0.0019790628233851,256.0,0.0001566257405731,100.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,5,0.283656963154276,1.110172634557849,0.0858834348618984,38.0,46.0,0.0007040778713702,256.0,6.553145593042249e-06,156.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,6,0.2840252276888571,1.4027821505067548,0.0868357419967651,30.0,38.0,0.0014769554856513,256.0,2.0990411057338308e-05,124.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,7,0.2317327235679961,0.6263808429693423,0.0875179935246706,28.0,36.0,0.0012459226078303,256.0,2.427444499896536e-05,116.0,,,0.2,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,8,0.2530363342918231,1.0234189308993766,0.0866825077682733,31.0,39.0,0.0029784563076919,256.0,0.0012103859228256,128.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,9,0.2322022357897379,0.6579466893348427,0.0876050498336553,37.0,45.0,0.0028799022677134,256.0,1.0033460174346128e-06,152.0,,,0.2,valendin,64.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,10,0.2729771715043879,0.6134417026083803,0.0869253035634756,23.0,31.0,0.0018833097380306,256.0,5.749782103290661e-06,96.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,11,-0.0267575590741652,0.2429796559218872,0.086078692227602,26.0,34.0,0.0015224087499405,256.0,0.0012406787784021,108.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,12,0.1599018972304327,0.185878007305296,0.0864871498197317,34.0,42.0,0.0011281405848616,256.0,0.0001901563441079,140.0,,,0.0,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,13,0.2152743742271547,0.4781209788429801,0.0870401673018932,23.0,31.0,0.0018024866372762,256.0,0.0012897310580476,96.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,14,-0.0119837870107762,0.1843063522079943,0.0859021693468093,41.0,49.0,0.0011809313863288,256.0,5.711505350669137e-06,168.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,15,-0.0388514780147223,0.2751158843832605,0.0861403476446867,25.0,33.0,0.0020674609714473,256.0,0.0002816332967553,104.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,16,0.1928248454455396,0.8156156488298769,0.0872864313423633,30.0,38.0,0.0015528745302019,256.0,0.0097572592633324,124.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,17,0.133637647991771,0.4044555810958262,0.0882817786186933,28.0,36.0,0.0007713716874219,256.0,0.0004110497521017,116.0,,,0.2,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,18,0.0428041047208382,0.2036957229038702,0.0878495555371046,13.0,21.0,0.0029001797956764,256.0,1.3389952798705502e-05,56.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,19,0.0802470172367676,0.2153578308709238,0.0862538143992424,26.0,34.0,0.0025116122418103,256.0,1.91472681436691e-06,108.0,,,0.2,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin-no_tf__a,Transformer,20,0.0008870352180493,0.2049028304010267,0.0877913553267717,19.0,27.0,0.0029696206849118,256.0,0.0001697481739396,80.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin-no_tf
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin__a,Transformer,1,0.1182368414552341,0.2410232124778683,0.0874034315347671,24.0,32.0,0.001560519009232,256.0,0.0002912413466834,100.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin__a,Transformer,2,0.1852381517854809,0.6948697192768583,0.0869653858244419,28.0,36.0,0.0021477644210014,256.0,6.804069771371483e-06,116.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin__a,Transformer,3,0.0569424867154419,0.1649363994696732,0.0879258755594492,18.0,26.0,0.0024180383282518,256.0,6.7571413963062e-05,76.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin__a,Transformer,4,0.1947186127579471,0.3235004942719163,0.0865612067282199,30.0,38.0,0.0024197577703483,256.0,0.0002586915275223,124.0,,,0.2,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin__a,Transformer,5,-0.0082132828093733,0.1638023385421325,0.0884342305362224,17.0,25.0,0.0029049543728411,256.0,7.044629296707175e-05,72.0,,,0.2,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin__a,Transformer,6,0.0615821114287364,0.163758967845275,0.0878241248428821,35.0,43.0,0.0028456951776078,256.0,0.0007750278106296,144.0,,,0.3,valendin,64.0,Transformer__electronics__no_ar-no_cluster-valendin
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin__a,Transformer,7,-0.0241318053397276,0.1704552090472018,0.0865705013275146,28.0,36.0,0.0019962514299129,256.0,1.7811248144156888e-06,116.0,,,0.1,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin__a,Transformer,8,0.2840812401501905,0.8135073601616439,0.0898702474167713,22.0,30.0,0.0022936097986501,64.0,0.0075030720951983,299.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin__a,Transformer,9,0.0127433680378742,0.2032228087953761,0.0876310691237449,20.0,28.0,0.0018512265320011,256.0,8.743382255252917e-05,84.0,,,0.3,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin__a,Transformer,10,0.1355552538151418,0.2303128389104786,0.0874242931604385,15.0,23.0,0.0013520983391105,256.0,2.192075929399149e-05,64.0,,,0.0,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin__a,Transformer,11,0.2298422156179685,0.8782001245833921,0.0861900392919778,33.0,41.0,0.0028755297094323,256.0,1.82247960607282e-05,136.0,,,0.2,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin
real_panel_arms__Transformer__electronics__no_ar-no_cluster-valendin__a,Transformer,12,0.2104398371688555,1.054843008712807,0.0889933971422059,30.0,38.0,0.0026989904266403,128.0,0.0002534302348222,217.0,,,0.2,valendin,128.0,Transformer__electronics__no_ar-no_cluster-valendin
