suite,model,study,spearman,pred_sd,val_loss,best_epoch,epochs_run,lr,batch_size,weight_decay,updates,hidden,dense,dropout,embedder,d_model,arm
ar_encoding__electronics__ar_unbounded__a,LSTM,10,0.3035828340148256,3.1928724876407477,0.0899817773274013,16.0,24.0,0.0098964552710918,128.0,0.0002759619777705,119.0,128.0,64.0,0.0,valendin,,a
ar_encoding__electronics__ar_unbounded__a,LSTM,11,0.2812277168128321,11.51409618869716,0.0883878450840711,7.0,15.0,0.004365262444724,256.0,3.6847151140922296e-05,32.0,64.0,64.0,0.0,valendin,,a
ar_encoding__electronics__ar_unbounded__a,LSTM,12,0.2545825436351971,13.683628463497664,0.0901619589754513,3.0,11.0,0.0022027672133299,128.0,1.314098850195579e-06,28.0,32.0,128.0,0.0,valendin,,a
ar_encoding__electronics__ar_unbounded__a,LSTM,13,0.2805914628572039,5.119433669674475,0.0887886546552181,4.0,12.0,0.0053750965462023,256.0,0.0001062928598083,20.0,64.0,128.0,0.0,valendin,,a
ar_encoding__electronics__ar_unbounded__a,LSTM,14,0.2622794006389229,2.8066101329802127,0.0886244438588619,3.0,11.0,0.0060775442742415,256.0,9.55100302602235e-05,16.0,128.0,128.0,0.2,valendin,,a
ar_encoding__electronics__ar_unbounded__a,LSTM,15,0.2447389323309982,11.194271526397582,0.0909468326717615,6.0,14.0,0.0040238428222202,256.0,0.0028404444493757,28.0,128.0,32.0,0.2,valendin,,a
ar_encoding__electronics__ar_unbounded__a,LSTM,16,0.2347553236859953,8.624500175262767,0.0898091718554496,5.0,13.0,0.0075541286981358,256.0,8.39298473934528e-05,24.0,64.0,64.0,0.0,valendin,,a
ar_encoding__electronics__ar_unbounded__a,LSTM,17,0.1980994540296309,8.8301434024395,0.0884311702102422,4.0,12.0,0.0034082325993873,256.0,0.0001269209969847,20.0,64.0,64.0,0.0,valendin,,a
ar_encoding__electronics__ar_unbounded__a,LSTM,18,0.2712180408689732,4.756375350358971,0.0901848208159208,7.0,15.0,0.0037155380658937,256.0,2.460277229861829e-06,32.0,128.0,32.0,0.2,valendin,,a
ar_encoding__electronics__ar_unbounded__a,LSTM,19,0.2013856999102623,11.950824552745075,0.0898586269468069,6.0,14.0,0.0020237161008698,256.0,1.0616246846752247e-06,28.0,64.0,64.0,0.0,valendin,,a
ar_encoding__electronics__ar_unbounded__a,LSTM,20,0.2191600095980616,5.669908350975079,0.0887491442263126,6.0,14.0,0.0020604631480389,256.0,5.320590123896932e-05,28.0,64.0,64.0,0.2,valendin,,a
ar_encoding__electronics__ar_unbounded__b,LSTM,1,0.1995742781992552,11.11251366397606,0.0879156775772571,13.0,21.0,0.0012489131518765,256.0,8.001195009969283e-06,56.0,32.0,32.0,0.2,valendin,,b
ar_encoding__electronics__ar_unbounded__b,LSTM,2,0.1398889736015521,2.000498037704985,0.0901676639914512,5.0,13.0,0.0052262368037962,256.0,0.0003753035550997,24.0,128.0,32.0,0.2,valendin,,b
ar_encoding__electronics__ar_unbounded__b,LSTM,3,0.2105446020139066,7.790271823747354,0.0896169133484363,5.0,13.0,0.0056136589932964,256.0,9.087181492062249e-06,24.0,64.0,128.0,0.0,valendin,,b
ar_encoding__electronics__ar_unbounded__b,LSTM,4,0.2927052491077023,7.565756963415755,0.0895876754075288,3.0,11.0,0.0022985729276729,256.0,8.498137141753582e-05,16.0,128.0,128.0,0.2,valendin,,b
ar_encoding__electronics__ar_unbounded__b,LSTM,5,0.2111656130269323,16.273536222483035,0.0894670076668262,4.0,12.0,0.0051832313573898,256.0,0.0010814183523118,20.0,32.0,64.0,0.2,valendin,,b
ar_encoding__electronics__ar_unbounded__b,LSTM,6,0.2730403433112101,7.614595587357559,0.0895411688834428,7.0,15.0,0.0032934493922141,256.0,0.009778986980087,32.0,64.0,128.0,0.2,valendin,,b
ar_encoding__electronics__ar_unbounded__b,LSTM,7,0.1863923000829319,13.518387704776613,0.0881065987050533,9.0,17.0,0.0016276741354331,256.0,0.0005800168278302,40.0,32.0,64.0,0.0,valendin,,b
ar_encoding__electronics__ar_unbounded__b,LSTM,8,0.3061487325006229,3.3800840810135027,0.0896139729481477,10.0,18.0,0.0072408297183907,64.0,2.030568209301348e-05,143.0,128.0,128.0,0.0,valendin,,b
ar_encoding__electronics__ar_unbounded__b,LSTM,9,0.2488956577414525,8.970762012322016,0.0893861018121242,7.0,15.0,0.0008618296805568,256.0,0.0025142917336975,32.0,128.0,128.0,0.2,valendin,,b
ar_encoding__electronics__ar_unbounded__b,LSTM,10,0.2116131931195415,21.23148099674579,0.0889349561184644,6.0,14.0,0.0034193988382911,256.0,0.0013980547068975,28.0,32.0,32.0,0.2,valendin,,b
ar_encoding__electronics__ar_unbounded__b,LSTM,11,0.2572478961717985,2.3333138845708725,0.0893181573067392,16.0,24.0,0.0085597369873282,128.0,5.192347463776423e-05,119.0,128.0,128.0,0.0,valendin,,b
ar_encoding__electronics__ar_unbounded__b,LSTM,12,-0.0120534801076411,12.020197491600497,0.0889017842710018,7.0,15.0,0.0097146062870947,256.0,1.3931715453492095e-06,32.0,32.0,32.0,0.2,valendin,,b
ar_encoding__electronics__ar_unbounded__b,LSTM,13,0.2405689061399541,10.525861383774542,0.0899438224732875,2.0,10.0,0.0012801127246288,256.0,0.0010373347665098,12.0,128.0,64.0,0.0,valendin,,b
ar_encoding__electronics__ar_unbounded__b,LSTM,14,0.1808054954351048,10.22791051625974,0.0881056636571884,7.0,15.0,0.006761998718463,256.0,0.0012036174578938,32.0,32.0,64.0,0.2,valendin,,b
ar_encoding__electronics__ar_unbounded__b,LSTM,15,0.2034632692333888,1.0509459944564952,0.0901740919798612,3.0,11.0,0.0073378431642023,256.0,0.0001825423818951,16.0,128.0,64.0,0.0,valendin,,b
ar_encoding__electronics__ar_unbounded__b,LSTM,16,0.2554218704509188,4.709790336073743,0.0900235455483198,5.0,13.0,0.0054478012933376,256.0,8.086784149503378e-05,24.0,128.0,32.0,0.0,valendin,,b
ar_encoding__electronics__ar_unbounded__b,LSTM,17,0.241837160222533,11.232164609845508,0.0894023682922124,7.0,15.0,0.0008486082050728,256.0,0.0023083233363498,32.0,128.0,128.0,0.0,valendin,,b
ar_encoding__electronics__ar_unbounded__b,LSTM,18,0.2339435770098396,8.964515452493659,0.0887113213539123,6.0,14.0,0.0063458438716471,256.0,0.0009504019780624,28.0,32.0,64.0,0.0,valendin,,b
ar_encoding__electronics__ar_unbounded__b,LSTM,19,0.2556920162051103,6.324837094300717,0.0899750180542469,7.0,15.0,0.0020896945072529,256.0,2.423028488036924e-05,32.0,128.0,128.0,0.0,valendin,,b
ar_encoding__electronics__ar_unbounded__b,LSTM,20,0.0773941990920362,10.42702918650007,0.0891070272773504,4.0,12.0,0.0039883268060007,256.0,4.362609536305221e-06,20.0,32.0,128.0,0.0,valendin,,b
ar_encoding__electronics__no_ar__a,LSTM,1,0.0469118993116981,0.1487469481738065,0.0911219407405172,26.0,34.0,0.0001142951097114,128.0,0.0008609802417157,189.0,64.0,128.0,0.0,valendin,,a
ar_encoding__electronics__no_ar__a,LSTM,2,-0.0386266480744229,0.1476882497078066,0.0896846987307071,6.0,14.0,0.0072477900895407,256.0,0.0033627222341661,28.0,64.0,32.0,0.0,valendin,,a
ar_encoding__electronics__no_ar__a,LSTM,3,0.0903325064962102,0.1646702489390505,0.0887548364698886,9.0,17.0,0.0017630269513152,256.0,0.0020832484794268,40.0,128.0,128.0,0.2,valendin,,a
ar_encoding__electronics__no_ar__a,LSTM,4,0.0309454196899456,0.1366528727648692,0.0891817323863506,8.0,16.0,0.0038550240051543,256.0,0.0001419964965527,36.0,64.0,64.0,0.0,valendin,,a
ar_encoding__electronics__no_ar__a,LSTM,5,-0.0117922484612661,0.157289593502984,0.089205952361226,11.0,19.0,0.0012487034875987,256.0,3.3242737204308086e-06,48.0,128.0,128.0,0.2,valendin,,a
ar_encoding__electronics__no_ar__a,LSTM,6,0.0366038299562627,0.1538253112447705,0.089009091258049,11.0,19.0,0.0024786557290891,256.0,0.0001761142232424,48.0,64.0,64.0,0.0,valendin,,a
ar_encoding__electronics__no_ar__a,LSTM,7,0.0348729420347556,0.1400357248941209,0.0888982284814119,8.0,16.0,0.00465952686708,256.0,0.0041581964620459,36.0,64.0,32.0,0.0,valendin,,a
ar_encoding__electronics__no_ar__a,LSTM,8,0.0966771885308419,0.1689655993738536,0.0910114688532693,7.0,15.0,0.0011173957246164,128.0,0.0051523304749017,56.0,32.0,64.0,0.2,valendin,,a
ar_encoding__electronics__no_ar__a,LSTM,9,0.0201256222286493,0.1440030121064174,0.0892543736845254,8.0,16.0,0.0029556527050621,256.0,1.481742952747275e-06,36.0,64.0,128.0,0.2,valendin,,a
ar_encoding__electronics__no_ar__a,LSTM,10,0.070418297564347,0.1624588015237839,0.0887825451791286,11.0,19.0,0.0019285410048433,256.0,6.927826622565839e-05,48.0,64.0,128.0,0.0,valendin,,a
ar_encoding__electronics__no_ar__a,LSTM,11,0.0294713028838957,0.1462697314263328,0.0890349075198173,8.0,16.0,0.0042404364300688,256.0,2.922496670155952e-05,36.0,64.0,64.0,0.0,valendin,,a
ar_encoding__electronics__no_ar__a,LSTM,12,0.0510677870386127,0.1436031682633899,0.0890769977122545,10.0,18.0,0.002736068455556,256.0,1.300195962851232e-06,44.0,64.0,64.0,0.0,valendin,,a
ar_encoding__electronics__no_ar__a,LSTM,13,0.0025038968021059,0.1534074331927572,0.089881669729948,2.0,10.0,0.0021996856674389,256.0,0.0003184628615058,12.0,64.0,64.0,0.0,valendin,,a
ar_encoding__electronics__no_ar__a,LSTM,14,0.1035793420478472,0.1642445639715387,0.089022446423769,7.0,15.0,0.0026386041822596,256.0,9.485841007722612e-05,32.0,128.0,128.0,0.2,valendin,,a
ar_encoding__electronics__no_ar__a,LSTM,15,0.0293890998098862,0.1318652165139554,0.0892784371972084,18.0,26.0,0.0003733581950214,256.0,0.0004559755109669,76.0,64.0,128.0,0.0,valendin,,a
ar_encoding__electronics__no_ar__a,LSTM,16,-0.0307539529336181,0.1216742472125111,0.0902611669152975,97.0,100.0,0.0001130957847539,256.0,0.0013663309367109,392.0,32.0,128.0,0.2,valendin,,a
ar_encoding__electronics__no_ar__a,LSTM,17,0.3197006030113085,0.9425852802411032,0.0885470615556607,20.0,28.0,0.0080597440809191,64.0,1.202598735858922e-06,273.0,128.0,64.0,0.0,valendin,,a
ar_encoding__electronics__no_ar__a,LSTM,18,0.0633738606571479,0.1878753974821245,0.0888614747673273,10.0,18.0,0.0022741318442893,256.0,6.925050616681556e-05,44.0,64.0,128.0,0.0,valendin,,a
ar_encoding__electronics__no_ar__a,LSTM,19,-0.0081507607377505,0.1638645522263575,0.0890516769140958,12.0,20.0,0.0016371711847892,256.0,3.353377135409272e-05,52.0,64.0,128.0,0.0,valendin,,a
ar_encoding__electronics__no_ar__a,LSTM,20,0.0197019883668635,0.1376318419358916,0.0893215164542198,5.0,13.0,0.0047202476560469,256.0,2.5143892276041285e-06,24.0,128.0,64.0,0.0,valendin,,a
ar_encoding__electronics__no_ar__b,LSTM,1,0.0719832346124545,0.1418361253015034,0.0893720351159572,7.0,15.0,0.0030304111349454,256.0,1.7497241821805353e-05,32.0,32.0,64.0,0.2,valendin,,b
ar_encoding__electronics__no_ar__b,LSTM,2,0.0594994534103275,0.1619449995799688,0.0891280453652143,8.0,16.0,0.0023444597571633,256.0,5.904299628466365e-05,36.0,128.0,64.0,0.0,valendin,,b
ar_encoding__electronics__no_ar__b,LSTM,3,0.0629590655185387,0.1375373573144463,0.0893189143389463,8.0,16.0,0.0037468751988418,256.0,0.0001234648807003,36.0,64.0,64.0,0.2,valendin,,b
ar_encoding__electronics__no_ar__b,LSTM,4,0.0245924549506895,0.1516308049663065,0.0887968204915523,7.0,15.0,0.0027237470111084,256.0,0.0060635887461993,32.0,128.0,64.0,0.2,valendin,,b
ar_encoding__electronics__no_ar__b,LSTM,5,0.0810536159871526,0.1551885757815976,0.0892761535942554,5.0,13.0,0.006789192178187,256.0,2.900825080542516e-06,24.0,128.0,32.0,0.0,valendin,,b
ar_encoding__electronics__no_ar__b,LSTM,6,0.0099368071520159,0.168938354208019,0.0890692770481109,9.0,17.0,0.0020549425430259,256.0,4.428520656267218e-06,40.0,128.0,64.0,0.0,valendin,,b
ar_encoding__electronics__no_ar__b,LSTM,7,0.0533901441173861,0.143902768568271,0.0891677942126989,11.0,19.0,0.0016276741354331,256.0,0.0005800168278302,48.0,32.0,64.0,0.0,valendin,,b
ar_encoding__electronics__no_ar__b,LSTM,8,0.0616308745659935,0.1488000102563834,0.0880723632872104,8.0,16.0,0.0017504726266388,256.0,1.370911695253773e-05,36.0,32.0,128.0,0.0,valendin,,b
ar_encoding__electronics__no_ar__b,LSTM,9,0.061989961417677,0.147730023935515,0.0890059079974889,7.0,15.0,0.0029780613185972,256.0,2.84240742636052e-05,32.0,128.0,64.0,0.0,valendin,,b
ar_encoding__electronics__no_ar__b,LSTM,10,0.035978809995685,0.1548277425838733,0.0893347412347793,7.0,15.0,0.0026643296335874,256.0,3.1860659769163432e-06,32.0,128.0,128.0,0.2,valendin,,b
ar_encoding__electronics__no_ar__b,LSTM,11,0.2536657249666575,0.3731809353406665,0.0879386035459382,30.0,38.0,0.0085597369873282,128.0,5.192347463776423e-05,217.0,128.0,128.0,0.0,valendin,,b
ar_encoding__electronics__no_ar__b,LSTM,12,-0.0442974867272756,0.1408067553450323,0.0895095914602279,4.0,12.0,0.0067021026079691,256.0,3.4578995685183066e-05,20.0,128.0,32.0,0.0,valendin,,b
ar_encoding__electronics__no_ar__b,LSTM,13,-0.0204839462405886,0.1355122227924425,0.0891848113387823,8.0,16.0,0.0049865257562353,256.0,1.7558413666496477e-06,36.0,64.0,32.0,0.2,valendin,,b
ar_encoding__electronics__no_ar__b,LSTM,14,0.0087240004159755,0.1482974363491773,0.0900568086653947,4.0,12.0,0.0097248039290284,256.0,0.002245970884856,20.0,128.0,32.0,0.2,valendin,,b
ar_encoding__electronics__no_ar__b,LSTM,15,0.2864323666463456,0.4730372442956388,0.0888698814580073,30.0,38.0,0.0099748740008682,64.0,1.189335222483427e-06,403.0,64.0,64.0,0.2,valendin,,b
ar_encoding__electronics__no_ar__b,LSTM,16,0.0302470637184944,0.135935881829587,0.0889525227248668,7.0,15.0,0.0037745531203128,256.0,0.0001862268096094,32.0,128.0,32.0,0.0,valendin,,b
ar_encoding__electronics__no_ar__b,LSTM,17,0.0363887044350312,0.1584688653415736,0.0891995094716548,7.0,15.0,0.0057243831078349,256.0,0.0009904551542612,32.0,64.0,32.0,0.0,valendin,,b
ar_encoding__electronics__no_ar__b,LSTM,18,0.0211492706062052,0.1519193099245502,0.089180463925004,10.0,18.0,0.0044957234436596,256.0,0.0075169092208676,44.0,32.0,64.0,0.0,valendin,,b
ar_encoding__electronics__no_ar__b,LSTM,19,-0.0197711444287287,0.1324625919325454,0.0891768839210271,5.0,13.0,0.0066113760960024,256.0,0.0025257721752768,24.0,128.0,32.0,0.2,valendin,,b
ar_encoding__electronics__no_ar__b,LSTM,20,0.0801511250173009,0.1917487630278268,0.0892631150782108,11.0,19.0,0.0020419715356054,256.0,4.691545595508345e-06,48.0,64.0,128.0,0.0,valendin,,b
ar_encoding__electronics__no_ar__c,LSTM,1,0.1025756081290829,0.1531449033812415,0.0892240777611732,11.0,19.0,0.0019322484960782,256.0,5.3739236936428256e-05,48.0,64.0,128.0,0.2,valendin,,c
ar_encoding__electronics__no_ar__c,LSTM,2,0.0589349631477166,0.1637786035326397,0.0890413261950016,13.0,21.0,0.0014472317104203,256.0,1.1069901249788585e-06,56.0,64.0,128.0,0.2,valendin,,c
ar_encoding__electronics__no_ar__c,LSTM,3,0.0698237268681033,0.1655728576808371,0.0888322293758392,8.0,16.0,0.0020400844356885,256.0,2.31854719704932e-05,36.0,128.0,128.0,0.0,valendin,,c
ar_encoding__electronics__no_ar__c,LSTM,4,0.0405079318678241,0.1674032305497561,0.0893525537103414,8.0,16.0,0.001988869947365,256.0,0.0004998126507373,36.0,128.0,128.0,0.0,valendin,,c
ar_encoding__electronics__no_ar__c,LSTM,5,0.0132027064081284,0.1531294441001361,0.0918194257787295,3.0,11.0,0.0035556033223122,128.0,2.0039251839310303e-05,28.0,128.0,128.0,0.2,valendin,,c
ar_encoding__electronics__no_ar__c,LSTM,6,0.0700992754988402,0.1470890919996737,0.0893227215856313,13.0,21.0,0.0004218247711839,256.0,0.000383744212815,56.0,128.0,128.0,0.2,valendin,,c
ar_encoding__electronics__no_ar__c,LSTM,7,-0.0352241349863303,0.1361367663433247,0.0890210699290037,6.0,14.0,0.0040760809458238,256.0,9.465577099068536e-05,28.0,128.0,32.0,0.0,valendin,,c
ar_encoding__electronics__no_ar__c,LSTM,8,0.0638967376776154,0.1251459607003025,0.0898100230842828,75.0,83.0,0.0001216443171454,256.0,0.0074530533950541,304.0,32.0,128.0,0.2,valendin,,c
ar_encoding__electronics__no_ar__c,LSTM,9,0.0292916987336495,0.1517783902407555,0.0904496051371097,18.0,26.0,0.0010942348721186,256.0,0.0001195642113686,76.0,64.0,64.0,0.2,valendin,,c
ar_encoding__electronics__no_ar__c,LSTM,10,0.0622660995024652,0.1657795079156732,0.08905122987926,7.0,15.0,0.0025792407308358,256.0,0.0021787349133618,32.0,128.0,128.0,0.0,valendin,,c
ar_encoding__electronics__no_ar__c,LSTM,11,0.0508896203926236,0.1672132583331725,0.0890622641891241,7.0,15.0,0.0030073892021803,256.0,1.6915041840345817e-05,32.0,128.0,64.0,0.0,valendin,,c
ar_encoding__electronics__no_ar__c,LSTM,12,0.0898201773853011,0.1480432968436566,0.0916469927345003,2.0,10.0,0.0064497863733035,128.0,0.0003085210239992,21.0,128.0,32.0,0.0,valendin,,c
ar_encoding__electronics__no_ar__c,LSTM,13,0.0645194307217292,0.1645864645593764,0.0888701472431421,13.0,21.0,0.0014426062610101,256.0,0.0009445858126829,56.0,64.0,128.0,0.0,valendin,,c
ar_encoding__electronics__no_ar__c,LSTM,14,-0.0004471007293479,0.1373033301625401,0.0890891030430793,6.0,14.0,0.0040478284497851,256.0,0.0025925765357385,28.0,128.0,32.0,0.2,valendin,,c
ar_encoding__electronics__no_ar__c,LSTM,15,0.0599807724837802,0.1682192175026854,0.0887982174754142,11.0,19.0,0.0018333674604217,256.0,2.235051691314312e-05,48.0,64.0,128.0,0.0,valendin,,c
ar_encoding__electronics__no_ar__c,LSTM,16,0.0255118448906303,0.1841358560327495,0.0890269428491592,11.0,19.0,0.0019632580179541,256.0,0.0001673310098279,48.0,64.0,128.0,0.0,valendin,,c
ar_encoding__electronics__no_ar__c,LSTM,17,-0.0076045046857867,0.1763880638132592,0.0890885628759861,11.0,19.0,0.0019533553740883,256.0,1.054055206462036e-06,48.0,64.0,128.0,0.0,valendin,,c
ar_encoding__electronics__no_ar__c,LSTM,18,-0.0291188953156786,0.136372963253954,0.0889789573848247,6.0,14.0,0.0047638334668654,256.0,0.0077995995458774,28.0,128.0,32.0,0.0,valendin,,c
ar_encoding__electronics__no_ar__c,LSTM,19,0.0246388856112293,0.1416886652787294,0.0900784395635128,7.0,15.0,0.0035514614971208,256.0,3.8377229138100606e-05,32.0,64.0,128.0,0.2,valendin,,c
ar_encoding__electronics__no_ar__c,LSTM,20,0.2806727679621781,0.8652567332902257,0.0884466879069805,23.0,31.0,0.0093570601388694,64.0,1.2270230055609e-05,312.0,64.0,64.0,0.0,valendin,,c
ar_encoding__electronics__no_ar__d,LSTM,1,0.0004233707689945,0.1810054425246581,0.0913778415748051,7.0,15.0,0.0016582046831165,128.0,0.0002839244557595,56.0,64.0,128.0,0.0,valendin,,d
ar_encoding__electronics__no_ar__d,LSTM,2,0.0301131152144718,0.1496989039302633,0.0891547854989767,9.0,17.0,0.0021889085770271,256.0,0.0003054723148321,40.0,128.0,64.0,0.0,valendin,,d
ar_encoding__electronics__no_ar__d,LSTM,3,-0.0126113476685565,0.1297966491492968,0.0889454092830419,8.0,16.0,0.0038285582109215,256.0,0.0002007959991937,36.0,64.0,64.0,0.2,valendin,,d
ar_encoding__electronics__no_ar__d,LSTM,4,0.0801007548900276,0.1744742468355751,0.0890484917908907,13.0,21.0,0.0014272355744135,256.0,0.0006949769806338,56.0,64.0,128.0,0.0,valendin,,d
ar_encoding__electronics__no_ar__d,LSTM,5,0.0003566134305851,0.1605541080799393,0.0891578942537307,9.0,17.0,0.0031854741898876,256.0,7.837317837771831e-05,40.0,64.0,64.0,0.0,valendin,,d
ar_encoding__electronics__no_ar__d,LSTM,6,0.0032836717412067,0.1355487426817838,0.0893083531409502,7.0,15.0,0.0031658017922903,256.0,1.0691892626740243e-05,32.0,128.0,64.0,0.2,valendin,,d
ar_encoding__electronics__no_ar__d,LSTM,7,0.0971642409467004,0.1377346055031479,0.0889831278473138,7.0,15.0,0.0058469678075243,256.0,0.0056832319821084,32.0,64.0,32.0,0.2,valendin,,d
ar_encoding__electronics__no_ar__d,LSTM,8,0.0357260953581479,0.1675418456814029,0.0913882628083229,6.0,14.0,0.0018358102869988,128.0,0.0002647471674405,49.0,64.0,128.0,0.2,valendin,,d
ar_encoding__electronics__no_ar__d,LSTM,9,-0.0259323737301456,0.1426082113367249,0.0892796535044908,6.0,14.0,0.0042928687403083,256.0,3.839375465536074e-06,28.0,128.0,32.0,0.0,valendin,,d
ar_encoding__electronics__no_ar__d,LSTM,10,-0.0328867922680684,0.1614239761281244,0.0889757331460714,8.0,16.0,0.0022901349882892,256.0,1.0895736877226371e-06,36.0,128.0,64.0,0.0,valendin,,d
ar_encoding__electronics__no_ar__d,LSTM,11,-0.0250097411427588,0.1438868740704303,0.0890810973942279,22.0,30.0,0.0004260488527932,256.0,9.860383699289558e-05,92.0,32.0,128.0,0.2,valendin,,d
ar_encoding__electronics__no_ar__d,LSTM,12,-0.0186399905854328,0.1478295577056251,0.0890632662922144,7.0,15.0,0.0027677243010034,256.0,6.9049136715164e-06,32.0,128.0,64.0,0.2,valendin,,d
ar_encoding__electronics__no_ar__d,LSTM,13,0.0526616695397765,0.1414374592126617,0.0894968099892139,41.0,49.0,0.0001630411742799,256.0,0.0077056145351025,168.0,64.0,64.0,0.2,valendin,,d
ar_encoding__electronics__no_ar__d,LSTM,14,0.0915209171417891,0.1957213130862516,0.0881886333227157,10.0,18.0,0.0021397430168061,256.0,0.0001261527075338,44.0,64.0,128.0,0.2,valendin,,d
ar_encoding__electronics__no_ar__d,LSTM,15,-0.0089074811853108,0.1334029516519578,0.0895342212170362,13.0,21.0,0.0012956636949862,256.0,5.283384275456227e-05,56.0,32.0,64.0,0.0,valendin,,d
ar_encoding__electronics__no_ar__d,LSTM,16,-0.0577000521382161,0.1395397013274032,0.08894769474864,9.0,17.0,0.0031212152458808,256.0,0.0022767365717078,40.0,64.0,64.0,0.0,valendin,,d
ar_encoding__electronics__no_ar__d,LSTM,17,0.0067572788233652,0.1477320873305755,0.0892396792769432,11.0,19.0,0.0029590858187755,256.0,0.0015741207531732,48.0,64.0,32.0,0.2,valendin,,d
ar_encoding__electronics__no_ar__d,LSTM,18,0.0323401454914494,0.1629220812897592,0.0882916208356618,9.0,17.0,0.0015211802919345,256.0,6.498086545060381e-06,40.0,32.0,128.0,0.0,valendin,,d
ar_encoding__electronics__no_ar__d,LSTM,19,0.0710234486349685,0.1382831064905417,0.0900886580348014,80.0,88.0,0.0001954203819506,256.0,1.1810182047398504e-06,324.0,32.0,32.0,0.2,valendin,,d
ar_encoding__electronics__no_ar__d,LSTM,20,0.0598435934510945,0.1832113158911775,0.0911646336317062,6.0,14.0,0.0016795084755181,128.0,0.0002043369136038,49.0,64.0,128.0,0.0,valendin,,d
ar_encoding__electronics__no_ar__e,LSTM,1,0.0174341591276752,0.1671648191788832,0.0890235304832458,14.0,22.0,0.0012283443316076,256.0,7.240027920608625e-05,60.0,64.0,128.0,0.0,valendin,,e
ar_encoding__electronics__no_ar__e,LSTM,2,-0.0425742557687923,0.1479026552267339,0.0892580486834049,7.0,15.0,0.0028903181965285,256.0,0.0022336406555057,32.0,128.0,64.0,0.0,valendin,,e
ar_encoding__electronics__no_ar__e,LSTM,3,-0.0393667573054777,0.1367476838527295,0.0891342051327228,6.0,14.0,0.0044364867612807,256.0,7.5135328679378205e-06,28.0,128.0,64.0,0.0,valendin,,e
ar_encoding__electronics__no_ar__e,LSTM,4,0.0743895732344739,0.1645237410029799,0.0889761690050363,14.0,22.0,0.0014066578528451,256.0,8.45622404332401e-05,60.0,64.0,128.0,0.2,valendin,,e
ar_encoding__electronics__no_ar__e,LSTM,5,0.0593023171523004,0.1388110361915486,0.0890151746571064,7.0,15.0,0.0055446250472667,256.0,0.0005062397660571,32.0,64.0,64.0,0.0,valendin,,e
ar_encoding__electronics__no_ar__e,LSTM,6,0.0902047088245533,0.1494030606062613,0.0886351782828569,24.0,32.0,0.0004662284195599,256.0,3.0040962720167283e-06,100.0,32.0,128.0,0.0,valendin,,e
ar_encoding__electronics__no_ar__e,LSTM,7,-0.0374201289337689,0.1337899924663999,0.0897154323756694,4.0,12.0,0.0073075264990568,256.0,6.742210949084297e-05,20.0,128.0,32.0,0.2,valendin,,e
ar_encoding__electronics__no_ar__e,LSTM,8,0.069952528973354,0.1541313753572559,0.0890534725040197,11.0,19.0,0.0011861428253656,256.0,1.069935043305482e-05,48.0,128.0,128.0,0.2,valendin,,e
ar_encoding__electronics__no_ar__e,LSTM,9,0.0838752031944483,0.1826222763188679,0.0897622294723987,6.0,14.0,0.0071038561589751,256.0,0.0011244858667627,28.0,32.0,128.0,0.0,valendin,,e
ar_encoding__electronics__no_ar__e,LSTM,10,0.0523251047585445,0.169933650414854,0.0889938063919544,10.0,18.0,0.0020520913017277,256.0,1.3511697892088924e-06,44.0,64.0,128.0,0.0,valendin,,e
ar_encoding__electronics__no_ar__e,LSTM,11,-0.0248716927460759,0.1547822709070341,0.0892042852938175,8.0,16.0,0.0024921271477264,256.0,2.5749460020142805e-06,36.0,128.0,64.0,0.0,valendin,,e
ar_encoding__electronics__no_ar__e,LSTM,12,0.0958627764072583,0.1635637613072154,0.0892952512949705,14.0,22.0,0.0013573140268043,256.0,9.002025740397724e-05,60.0,64.0,128.0,0.0,valendin,,e
ar_encoding__electronics__no_ar__e,LSTM,13,0.0449124316823333,0.1550586835297687,0.0898145101964473,10.0,18.0,0.0032244094524539,256.0,0.0035782776063473,44.0,32.0,128.0,0.2,valendin,,e
ar_encoding__electronics__no_ar__e,LSTM,14,0.0610706717775849,0.1593426007290382,0.0893636904656887,13.0,21.0,0.0015853788256258,256.0,3.6397564833126e-05,56.0,64.0,128.0,0.2,valendin,,e
ar_encoding__electronics__no_ar__e,LSTM,15,0.0376333215417518,0.1749461781390798,0.0891049858182668,9.0,17.0,0.0016453589446874,256.0,0.0030424277005435,40.0,128.0,128.0,0.0,valendin,,e
ar_encoding__electronics__no_ar__e,LSTM,16,0.0168507850083254,0.1793981518996669,0.0890658237040042,11.0,19.0,0.0018829704671206,256.0,8.976927161509888e-05,48.0,64.0,128.0,0.2,valendin,,e
ar_encoding__electronics__no_ar__e,LSTM,17,-0.0924943244688767,0.1406484589530119,0.0891889557242393,7.0,15.0,0.006105058625113,256.0,3.776399686932025e-06,32.0,64.0,32.0,0.0,valendin,,e
ar_encoding__electronics__no_ar__e,LSTM,18,0.0447381808057661,0.1648760668681385,0.0890826638787984,10.0,18.0,0.0015343656156386,256.0,3.765088208488132e-06,44.0,128.0,64.0,0.0,valendin,,e
ar_encoding__electronics__no_ar__e,LSTM,19,0.010698013816228,0.1515316212916743,0.0892805252224206,10.0,18.0,0.0043317252574349,256.0,7.766112816965402e-06,44.0,32.0,64.0,0.0,valendin,,e
