model,arm,rmse,rmse_customer_total,bias_percent,mape_aggregate,spearman
LSTM,paper,0.1463005978070025,1.6650273662758186,29.37493325655853,34.0192607401974,0.4424921416054845
LSTM,paper,0.1468925761673681,1.774750802028499,-0.6548821674490716,19.477044732499056,0.3226837309881316
LSTM,paper,0.1462227899215863,1.6938797650035244,-8.178892670135697,18.919261411461562,0.39648152865201414
LSTM,paper,0.14652493873242026,1.7316595205771257,-6.220053581663739,18.52084438220691,0.43373604371015734
LSTM,paper,0.1470989105696667,1.8020757788447777,-34.15303507156327,34.51029096781685,0.40921037618573
LSTM,paper,0.14671531529873966,1.7484939090191058,-10.865963924489735,19.58100297284326,0.403225124799597
LSTM,paper,0.1466744817955435,1.736486016188511,5.467545338230298,20.87809992880405,0.41248391642548426
LSTM,paper,0.14675719098439438,1.747264960075105,3.8345638458125144,20.26622669039026,0.42830863062826124
LSTM,floor50,0.14584225348297564,1.6398176901576769,-0.6258582325266866,19.252770349904267,0.42056186215709646
LSTM,floor50,0.1474852422955186,1.7905833144577823,54.326120813507146,59.02374636357275,0.42254079667986133
LSTM,floor50,0.14662944793997768,1.7170016070501573,0.8947223479461024,20.588654198666525,0.405490889425613
LSTM,floor50,0.14594682201997475,1.6143149801688719,24.966753945245777,31.72664869586506,0.443219570734147
LSTM,floor50,0.14580510101228447,1.6195389847811443,1.5817934865409229,19.801846829225756,0.4265160386831322
LSTM,floor50,0.14609576913657765,1.6606810912218222,14.136147008505718,25.602110494075514,0.4308927755118952
LSTM,floor50,0.1460712893799511,1.6874399382260872,-21.936148499927764,24.89604269844895,0.3930513054833625
LSTM,floor50,0.14576605181141994,1.6305023259694535,-0.8350929937827133,19.317941847539874,0.42530356061706975
LSTM,floor50,0.1457887714603141,1.6438757105908026,8.69999919283251,22.336938981467995,0.41896711033257283
LSTM,floor50,0.145789789991751,1.6406046287139189,-4.657784298524588,18.82717686835533,0.4450842895521151
LSTM,floor50,0.14564591443897185,1.6279983340167186,-13.737203846182139,20.084432955969007,0.4501065170325122
LSTM,floor50,0.14593709252907233,1.6628361548055948,-8.989446640388449,18.948812756028886,0.433404584699707
LSTM,floor50,0.14570256522899738,1.6131236740211492,7.1736140440566665,21.968337430183652,0.42791203375983367
LSTM,floor50,0.14569969530092097,1.6330823897450975,-13.097889826566977,20.25092373432548,0.43326725281799155
LSTM,floor50,0.14583662074354564,1.6230476956800561,22.7643792535173,31.861477165205102,0.4284789581716817
LSTM,floor50,0.14586050128377998,1.652660664561507,5.360949258110874,21.491292623709537,0.4460882859055981
LSTM,floor50,0.14633349210274074,1.7082429709075342,-7.482586455750408,18.73166238058531,0.4482790589486854
LSTM,floor50,0.14615118300475674,1.654929906590884,33.272822536134655,38.3029019155373,0.43355410077922285
LSTM,floor50,0.14571243353452273,1.6216067146210353,14.11187259219853,25.527704148540906,0.4504516028170577
LSTM,floor50,0.14691985681670802,1.7575108987226384,13.500790946224617,24.966754380682254,0.4462407304459627
